id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,bmi
41,1,0,1,1.65,47,3,105,800,2,17.26354454
42,1,11,1,1.71,73,3,105,67,1.7,24.96494648
43,1,5,0,1.75,80,4,120,500,0.187,26.12244898
44,1,7,0,1.75,50,5,100,469,2,16.32653061
45,1,4,0,1.73,74,1,180,400,2,24.72518293
46,1,8,1,1.67,48,4,51,638,1,17.21108681
47,1,2,0,1.72,60,2,150,500,20,20.2812331
48,1,6,0,1.71,80,3,120,50,0,27.35884546
49,1,8,0,1.72,58,3,200,400,200,19.605192
50,1,1,0,1.7,70,1,180,400,13.1,24.22145329
51,1,0,1,1.71,65,2,120,399,3.7,22.22906193
52,1,5,1,1.72,64,3,120,300,0.1,21.63331531
53,1,3,0,1.63,65,2,100,323,2,24.4646016
54,2,11,1,1.71,55,5,180,400,2,18.80920625
55,1,4,0,1.7,80,3,50,0,2.37,27.6816609
56,1,6,0,1.77,55,3,140,814,50,17.55561939
57,1,11,0,1.75,60,4,87,333,9.8,19.59183673
58,1,9,1,1.8,65,2,111,456,11.45,20.0617284
59,2,4,0,1.71,64,3,120,400,0.2,21.88707637
60,1,11,1,1.68,57,4,100,223,0.082,20.19557823
61,1,1,0,1.25,125,3,87,0,0,80
62,1,7,0,1.71,200,3,87,78,2,68.39711364
63,1,6,1,1.71,60,5,120,100,1,20.51913409
64,2,2,1,1.79,70,3,88,120,0.3,21.84700852
65,1,1,0,1.71,85,4,120,400,2,29.0687733
66,1,1,1,1.83,80,3,120,1000,20,23.88844098
67,1,8,0,1.72,73,1,200,100,50,24.67550027
68,2,7,0,1.62,64,3,150,800,2,24.38652644
69,1,8,1,1.78,67,3,125,600,0.5,21.14631991
70,1,6,1,1.8,83,3,110,50,1,25.61728395
71,1,10,1,1.75,70,4,111,1,20,22.85714286
72,2,6,0,1.55,53,3,120,300,2,22.0603538
73,1,6,1,1.8,75,2,150,500,5,23.14814815
74,1,7,0,1.7,65,4,87,200,10,22.49134948
75,1,11,0,1.64,71,1,95,150,20,26.39797739
76,1,7,0,1.7,60,4,120,650,5,20.76124567
77,2,10,0,1.6,50,5,88,536,10,19.53125
78,2,8,0,1.56,48,2,180,100,2,19.72386588
79,1,6,1,1.7,74,3,99,99,10,25.60553633
80,1,3,0,1.68,73,2,180,150,8,25.86451247
81,1,4,0,1.72,75,3,111,20,1,25.35154137
82,1,8,1,1.7,70,4,188,500,1000,24.22145329
83,1,1,0,1.73,70,5,100,200,0,23.38868656
84,1,2,0,1.75,82,2,90,300,0.2,26.7755102
85,1,7,0,1.73,63,4,160,430,6,21.0498179
86,1,7,0,1.73,63,3,160,400,6,21.0498179
87,1,8,0,1.82,75,1,120,400,0,22.64219297
88,2,6,1,1.71,50,3,100,50,3,17.09927841
89,2,6,0,1.6,64,3,145,400,2,25
90,2,4,1,1.61,80,2,110,150,3,30.86300683
91,1,5,0,1.69,65,4,87,987,887,22.75830678
92,1,6,0,1.84,68,4,187,8787,2,20.08506616
93,2,1,0,1.65,47,3,110,899,2,17.26354454
94,1,2,1,1.62,50,2,140,1234,0.5,19.05197378
95,1,7,0,1.76,74,5,200,1300000000,2,23.88946281
96,2,5,0,1.55,64,4,180,300,0,26.63891779
97,1,7,1,1.23,123,3,123,123,123,81.30081301
98,1,0,1,1.78,68,5,120,1100,0.1,21.46193662
99,1,1,0,1.76,64,3,100,120,5,20.66115702
100,1,6,0,1.71,55,3,120,0,100,18.80920625
101,1,6,1,1.6987,55.87,1,133,400,2,19.36178074
102,1,10,1,1.7,65,2,124,150,1,22.49134948
103,1,8,0,1.74,83,3,148,1915,20.7,27.41445369
104,1,5,1,1.72,68,3,140,530,0.2,22.98539751
105,1,10,0,1.72,66,3,187,888,32,22.30935641
106,2,6,0,1.71,60,2,135,400,2,20.51913409
107,1,1,0,1.68,64,5,130,400,2,22.67573696
108,1,11,0,1.76,63,2,100,800,1,20.33832645
109,1,7,0,1.78,87,4,180,512,0.87,27.45865421
110,1,4,1,1.66,55,4,110,866,2,19.95935549
111,1,1,0,1.76,58,4,88,400,0.01,18.72417355
112,1,2,1,1.73,69,4,120,280,2,23.05456246
113,1,6,0,1.68,70,3,120,400,0.3,24.8015873
114,1,0,1,1.75,61,3,87,1031,2,19.91836735
115,1,6,0,1.65,62,3,87,300,0.87,22.77318641
116,1,6,0,1.65,62,3,87,400,2,22.77318641
117,1,8,1,1.76,60,3,100,500,0,19.36983471
118,2,10,0,1.71,42,3,120,800,4.1,14.36339386
119,1,0,1,1.7,49,1,122,1029,9,16.9550173
120,1,4,1,1.72,58,3,88,600,0.2,19.605192
121,1,6,0,1.82,64,5,145,500,20,19.321338
122,1,8,0,1.71,72,5,120,250,0.5,24.62296091
123,2,8,1,1.55,47,3,124,280,0.5,19.56295525
124,1,7,1,1.74,86,5,100,5,0.1,28.40533756
125,1,4,1,1.6,55,1,100,20,2,21.484375
126,1,5,0,1.65,68,4,120,250,2,24.97704316
127,1,2,0,1.75,7,5,100,1000,0.06,2.285714286
128,1,1,1,1.71,62,4,110,262,0.12,21.20310523
129,1,8,1,1.71,61,2,87,200,3.5,20.86111966
130,2,6,1,1.527,40,4,100,877,0.65,17.15465219
131,1,8,0,1.74,64,3,150,600,2,21.13885586
132,1,0,1,10000000,2000000000,1,122,3000000000,4000000000,2.00E-05
133,1,8,0,1.839,59,3,180,3,333,17.44570615
135,1,5,0,1.9,64,1,50,400,5000,17.72853186
136,1,6,0,1.65,80,2,130,400,0.5,29.38475666
137,1,1,0,1.72,66,3,180,100,2,22.30935641
138,1,11,0,1.72,71,3,100,80,3,23.99945917
139,1,6,0,1.81,64,5,200,400,50,19.53542322
140,1,1,1,1.73,60,5,130,300,1,20.04744562
141,1,8,0,1.71,73,2,180,400,2,24.96494648
142,1,9,1,1.67,63,5,145,1737,1,22.58955144
143,2,6,0,1.55,48,3,120,1100,5,19.97918835
144,1,8,0,1.73,73,3,50,5,0.5,24.39105884
145,2,7,0,1.6,55,5,146,500,8.2,21.484375
146,1,9,1,1.68,63,2,80,328,2,22.32142857
147,2,6,0,1.68,49,1,87,2000,2,17.36111111
148,1,0,1,1.67,53,4,80,300,5,19.00390835
149,2,5,1,1.57,70,4,122,350,0.79,28.398718
150,2,6,0,1.68,49,1,87,2000,99999,17.36111111
151,1,11,0,1.72,71,3,100,80,3,23.99945917
152,1,1,0,1.71,73,4,101,400,15,24.96494648
153,1,0,1,1.73,68,5,200,256,8,22.72043837
154,1,1,1,1.8,66,4,180,10,1,20.37037037
155,2,6,0,1.55,48,4,100,700,5,19.97918835
156,1,5,1,1.79,86,4,135,351,0.00015,26.84061047
157,1,6,1,1.71,85,4,90,400,2,29.0687733
158,1,5,1,1.8,66,2,180,0,0,20.37037037
159,1,11,0,1.78,63,4,130,200,4,19.88385305
160,1,1,1,1.8,64,4,120,10,2,19.75308642
161,2,11,1,1.61,50,2,120,150,0.5,19.28937927
162,1,6,1,1.64,66,3,115,623,1,24.5389649
163,1,5,0,1.8,70,3,100,100,100,21.60493827
164,1,9,0,2,100,1,200,10000,64,25
165,2,6,1,1.54,46,5,120,400,0.01,19.39618823
166,1,9,0,1.75,66,3,110,560,1,21.55102041
167,1,5,1,1.71,64,3,150,1212,1,21.88707637
168,1,6,0,1.7,63,2,144,629,1.4,21.79930796
169,1,8,1,1.74,67,3,97,30,1,22.12973973
170,1,11,0,1.71,47,3,120,87,2,16.07332171
171,1,4,1,1.71,64,3,120,599,2,21.88707637
172,2,11,0,1.71,54,3,120,265,1,18.46722068
173,1,5,1,1.7,55,3,51,0,6.77,19.03114187
174,1,8,1,1.73,58,5,130,200,38,19.37919743
175,1,8,0,1.73,58,5,120,200,38,19.37919743
176,1,9,1,1.71,44,4,100,300,2.41,15.047365
177,1,1,1,1.72,53,3,100,100,5,17.91508924
178,2,0,0,1.63,55,3,110,300,0,20.70081674
179,1,1,0,1.79,64,4,101,400,15,19.97440779
180,1,1,1,1.8,80,4,101,803,0,24.69135802
181,2,0,1,1.56,58,3,180,834,0.003,23.8330046
182,1,6,1,1.76,65,5,180,400,0.5,20.9839876
183,2,0,0,1.51,53,5,100,200,1,23.24459454
184,1,8,1,1.7,64,3,120,413,19.59,22.14532872
185,2,6,1,1.58,49,5,130,403,0,19.6282647
186,1,6,0,1.71,64,5,120,400,2,21.88707637
187,1,8,1,1.67,67,3,130,300,3,24.02380867
188,1,8,0,1.67,67,2,130,300,3,24.02380867
189,1,11,0,1.71,64,5,132,250,2,21.88707637
190,1,11,1,1.81,64,4,128,400,1.2,19.53542322
191,1,5,0,1.9,64,1,50,2,5000,17.72853186
192,1,6,0,1.65,80,2,120,400,0.5,29.38475666
193,1,1,1,1.72,66,5,180,100,5,22.30935641
194,1,11,0,1.72,71,3,100,80,3,23.99945917
195,1,1,0,1.81,70,5,200,100,50,21.36686914
196,1,1,1,1.73,60,5,130,300,1,20.04744562
197,1,8,0,1.71,73,2,180,400,2,24.96494648
198,1,9,0,1.67,63,3,145,1737,1,22.58955144
199,2,4,0,1.55,48,3,133,1100,5,19.97918835
200,1,8,0,1.73,73,3,50,5,0.5,24.39105884
201,2,7,0,1.6,55,5,120,400,8.2,21.484375
202,1,6,1,1.68,64,3,120,328,2,22.67573696
203,2,6,0,1.68,49,1,87,2000,99999,17.36111111
204,1,0,1,1.67,53,4,80,300,5,19.00390835
205,2,5,1,1.57,70,4,122,350,0.79,28.398718
206,2,6,0,1.68,49,1,120,2000,2,17.36111111
207,1,11,0,1.72,64,3,100,80,3,21.63331531
208,1,6,0,1.79,73,4,101,400,15,22.78330889
209,1,0,1,1.73,68,5,200,256,8,22.72043837
210,1,1,1,1.8,66,4,180,10,1,20.37037037
211,2,6,0,1.55,48,4,100,700,5,19.97918835
212,1,5,1,1.79,86,4,135,351,0.00015,26.84061047
213,1,1,1,1.85,85,4,90,100,10,24.83564646
214,1,5,1,1.71,66,3,180,0,0,22.5710475
215,1,11,0,1.71,63,4,120,200,4,21.5450908
216,1,6,1,1.8,66,3,180,10,2,20.37037037
217,2,11,0,1.71,50,2,120,400,0.5,17.09927841
218,1,6,1,1.64,66,2,115,400,1,24.5389649
219,1,5,0,1.8,70,4,100,100,100,21.60493827
220,1,9,0,2,100,3,200,400,64,25
221,2,4,1,1.54,46,5,120,70,0.01,19.39618823
222,1,9,0,1.75,66,3,110,560,1,21.55102041
223,1,5,1,1.72,70,3,150,1212,1,23.66143862
224,1,6,0,1.7,63,2,144,629,1.4,21.79930796
225,1,8,1,1.74,67,3,97,30,1,22.12973973
226,1,11,1,1.67,47,2,87,87,0,16.8525225
227,1,4,1,1.65,57,5,180,599,0.3,20.93663912
228,2,11,0,1.62,54,4,110,265,1,20.57613169
229,1,5,1,1.7,55,3,51,0,6.77,19.03114187
230,1,8,1,1.73,58,5,130,200,38,19.37919743
231,1,6,1,1.73,58,5,130,200,38,19.37919743
232,1,9,1,1.71,44,4,100,300,2.41,15.047365
233,1,1,0,1.72,53,3,100,100,5,17.91508924
234,2,0,0,1.71,55,3,110,400,0,18.80920625
235,1,6,0,1.71,73,4,120,400,15,24.96494648
236,1,1,1,1.8,64,3,101,803,0,19.75308642
237,2,0,1,1.56,58,3,180,834,0.003,23.8330046
238,1,6,1,1.76,65,5,180,400,0.5,20.9839876
239,2,0,0,1.51,53,5,100,200,1,23.24459454
240,1,8,1,1.7,80,2,120,413,19.59,27.6816609
241,2,6,1,1.58,64,3,130,403,0,25.63691716
242,1,6,0,1.71,55,3,120,400,1.1,18.80920625
243,1,6,1,1.71,67,2,130,300,2,22.91303307
244,1,8,1,1.67,67,2,120,400,3,24.02380867
245,1,11,1,1.8,76,5,132,250,5,23.45679012
246,1,11,0,1.81,72,4,128,157,1.2,21.97735112
247,1,0,1,1.7,63,5,140,312,3,21.79930796
248,1,1,1,1.76,82,1,180,1,100,26.47210744
249,1,4,1,1.78,90,5,100,666,0.1,28.40550436
250,1,5,1,1.75,75,1,130,495,0.8,24.48979592
251,1,1,1,1.71,64,3,131,1234,2,21.88707637
252,1,3,1,1.71,56,3,120,300,0.2,19.15119182
253,1,5,0,0.3,87,5,200,1,0,966.6666667
254,2,8,1,0.15,500,3,50,400,0.001,22222.22222
255,1,9,0,1.71,100,3,120,400,1,34.19855682
256,1,6,0,1.71,73,3,120,200,500,24.96494648
257,1,0,1,1.71,66,3,94.87,400,15.6,22.5710475
258,1,6,1,1.66,67,2,87,200,0.5,24.31412397
259,1,2,0,1.71,64,3,180,480,2,21.88707637
260,1,7,1,1.71,78,2,100,3,60,26.67487432
261,1,6,0,1.71,80,3,100,400,20,27.35884546
262,1,6,1,1.71,56,3,100,200,2,19.15119182
263,2,9,0,1.47,40,3,168,1033,520,18.51080568
264,1,2,0,1.71,87,3,120,400,2,29.75274443
265,1,0,0,1.71,180,2,173,10000,88,61.55740228
266,1,3,1,0.12,12,2,87,12,12,833.3333333
267,2,6,0,1.65,165,5,155,165,165,60.60606061
268,2,4,1,1.67,64,3,120,1024,1.4,22.94811574
269,1,3,0,1.76,76,4,100,10,10,24.53512397
270,1,11,0,1.8,100,5,120,400,0,30.86419753
271,1,6,0,-1.87,64,1,120,8787,0,18.30192456
272,1,4,0,1.68,62,2,120,900,0.3,21.96712018
273,1,5,0,1.63,51,2,126,1200,3,19.1953028
274,1,4,1,1.71,68,3,120,250,1,23.25501864
275,1,5,0,1.63,51,2,126,1200,3,19.1953028
276,1,0,0,1.6,64,2,87,500,0.5,25
277,1,6,1,1.71,76,1,185,400,2,25.99090318
278,2,3,0,1.71,64,3,120,0,10,21.88707637
279,2,9,0,1.7,60,4,87,87,87,20.76124567
280,1,6,0,1.77,64,1,120,600,20,20.42835711
281,1,0,0,1.74,80,4,130,255,0.3,26.42356982
282,1,0,0,1.74,80,4,130,255,0.3,26.42356982
283,1,4,0,1.76,64,3,180,500,1,20.66115702
284,1,11,1,1.73,72,5,140,1300,5,24.05693475
285,2,6,1,1.55,46,2,87,400,2,19.14672216
286,1,9,0,1.7,63,2,130,500,6,21.79930796
287,2,6,1,1.71,64,4,120,400,3,21.88707637
288,1,10,0,1.71,60,5,199,400,999,20.51913409
289,1,9,1,1.84,64,5,183,700,2,18.90359168
290,1,0,0,1.75,70,4,50,400,2,22.85714286
291,1,1,1,1.7,61,3,88,500,2,21.10726644
292,1,2,1,-10,-1000,1,200,-1000,-1000,-10
293,1,0,0,1.8,62,2,100,400,0,19.13580247
294,1,10,0,1.71,64,4,120,1287,2,21.88707637
295,1,6,0,1.71,64,2,140,400,4,21.88707637
296,1,2,0,1.5,40,3,120,1500,2,17.77777778
297,1,5,0,1.72,72,3,100,122,1,24.33747972
298,2,6,1,2.13,79,1,50,1111,999,17.41277083
299,2,5,1,1.68,58,3,87,255,1,20.54988662
300,1,3,0,1.77,58,2,150,2355,100,18.51319863
301,1,9,0,1.7,68,5,120,1300,5,23.52941176
302,2,6,0,1.5,44,3,160,400,125,19.55555556
303,2,4,1,1.8,78,1,200,9999999,999,24.07407407
304,2,6,1,1.71,78,3,200,400,999,26.67487432
305,2,2,1,1.61,53,4,200,200,1,20.44674202
306,1,8,1,1.71,58,3,50,666,0,19.83516296
307,1,0,1,1.87,187,3,187,870,8.7,53.47593583
308,2,1,0,9,10,5,199,10,1,0.12345679
309,1,5,0,1.77,68,3,100,355,8,21.70512943
310,1,7,1,1.71,60,1,120,0,7,20.51913409
311,1,4,0,1.8,110,3,140,250,0.5,33.95061728
312,1,1,1,1.75,80,5,151,1234,5.87,26.12244898
313,1,4,0,1.78,82,5,123,513,0.5,25.88057064
314,1,6,0,1.71,64,3,110,1459,3,21.88707637
315,1,4,1,1.8,68,4,125,400,3,20.98765432
316,1,8,1,1.8,80,3,120,700,10,24.69135802
317,1,4,1,1.78,83,4,50,0,9999,26.19618735
318,1,6,1,1.71,82,4,140,400,12.49,28.04281659
319,1,0,0,1.81,65,4,120,800,2,19.8406642
320,1,0,0,1.75,70,3,120,400,2,22.85714286
321,1,4,0,1.72,85,5,120,800,100,28.73174689
322,2,7,0,1.71,55,3,120,500,0.5,18.80920625
323,1,0,0,1.76,90,4,120,30,2,29.05475207
324,1,3,0,1.71,63,5,180,123,2.4,21.5450908
325,1,7,0,1.74,70,4,120,0,1,23.1206236
326,2,0,0,1.55,64,3,180,800,2,26.63891779
327,1,6,0,1.77,55,3,120,400,2,17.55561939
328,1,3,0,1.73,62,2,100,464,16.2,20.71569381
329,1,10,0,1.74,61,2,120,603,87,20.14797199
330,1,11,1,1.72,56,2,188,400,88888,18.92915089
331,2,8,0,1.71,64,3,168,400,2,21.88707637
332,1,10,0,1.73,71,2,135,10000,16,23.72281065
333,1,0,0,1.71,79,5,140,400,19,27.01685989
334,1,9,0,1.78,63,3,141,1000,4,19.88385305
335,1,2,1,1.7,67,2,120,300,0.2,23.183391
336,1,0,1,1.63,78,2,125,89,1,29.35752192
337,1,3,1,1.78,85,5,87,700,0.5,26.82742078
338,1,9,0,1.71,58,3,130,400,15,19.83516296
339,1,6,1,1.71,80,3,105,200,2,27.35884546
340,1,0,0,1.85,70,3,88,100,2,20.45288532
341,1,3,0,1.75,80,3,175,500,3,26.12244898
342,1,0,1,1.7,55,4,180,0,100,19.03114187
343,1,9,0,1.7,75,4,100,700,1,25.95155709
344,1,4,0,1.7,62,5,120,1300,2,21.4532872
345,1,6,0,1.72,72,3,120,400,2,24.33747972
346,1,6,0,1.75,90,3,140,1060,2,29.3877551
347,1,1,1,1.79,79,3,100,400,2,24.65590962
348,1,7,1,1.78,67,4,90,700,15,21.14631991
349,1,6,0,1.79,63,4,120,150,3,19.66230767
350,1,2,1,1.71,60,2,56,574,1.5,20.51913409
351,2,4,0,1.55,53,2,100,150,2,22.0603538
352,1,5,0,1.78,65,5,103,400,30,20.51508648
353,1,5,0,1.76,57,5,80,329,2,18.40134298
354,1,8,1,1.82,70,5,100,1362,10,21.13271344
355,2,7,0,1.71,54,5,120,900,0.000214,18.46722068
356,1,5,0,1.736,64,5,180,914,2,21.23638217
357,1,9,1,1.75,74,3,199,0,2048,24.16326531
358,2,6,0,1.71,55,3,120,600,1,18.80920625
359,1,8,0,1.68,85,5,150,350,2,30.11621315
360,1,5,1,1.77,64,3,111,100,1,20.42835711
361,1,10,1,1.76,64,5,120,400,2,20.66115702
362,1,6,0,1.77,72,4,100,527,1,22.98190175
363,2,6,0,1.56,56,2,156,400,0,23.01117686
364,2,6,1,1.62,50,4,120,800,2,19.05197378
365,1,7,1,1.67,57,3,105,250,1.5,20.43816558
366,2,10,0,1.71,64,3,120,600,2,21.88707637
367,1,2,0,1.71,65,5,120,1000,3,22.22906193
368,1,7,0,1.71,63,3,98,258,203,21.5450908
369,2,11,1,1.71,64,4,150,1061,2,21.88707637
370,1,1,1,1.73,70,1,92,100,1,23.38868656
371,1,9,0,1.82,60,4,180,600,2,18.11375438
372,2,6,0,1.68,60,3,132,300,2,21.2585034
373,2,6,0,1.71,64,3,150,500,2,21.88707637
374,2,3,1,1.66,55,3,120,555,6,19.95935549
375,1,3,0,1.74,70,2,199,0,9999,23.1206236
376,1,0,1,1.69,60,3,120,233,3,21.0076678
377,1,2,1,1.71,63,5,131,200,0.000565,21.5450908
378,1,11,0,1.79,78,4,136,2000,2,24.34380949
379,1,10,0,1.71,49,2,100,675,99.4,16.75729284
380,1,0,0,1.66,70,3,110,400,14.32,25.40281608
381,1,8,1,2,10,1,50,0,1000,2.5
382,1,1,0,1.69,70,4,126,482,0.000351,24.50894577
383,1,4,1,1.65,70,5,200,100000,0.5,25.71166208
384,1,10,1,1.82,75,5,87,253,1,22.64219297
385,1,8,0,1.71,60,4,120,400,0,20.51913409
386,1,5,0,1.71,76,5,120,400,5.4,25.99090318
387,1,6,0,1.71,55,4,120,400,0.56,18.80920625
388,1,9,1,1.63,52,3,120,800,5,19.57168128
389,1,11,1,1.73,67,3,100,400,100,22.38631428
390,2,7,0,1.68,54,3,120,600,4,19.13265306
391,1,10,1,1.71,64,5,123,500,2,21.88707637
392,1,9,0,1.68,58,4,126,381,22.5,20.54988662
393,1,6,1,1.76,64,3,100,400,2,20.66115702
394,1,7,1,1.72,60,3,130,722,1,20.2812331
395,2,1,0,1.62,59,5,180,1780,0.136,22.48132907
396,2,8,1,1.57,48,3,130,450,2,19.47340663
397,2,8,1,1.5,80,3,85,2,1,35.55555556
398,2,8,1,1.5,80,3,85,2,1,35.55555556
399,1,6,0,1.71,64,5,120,471,2,21.88707637
400,2,2,1,1.55,50,5,101,456,7.06,20.81165453
401,2,3,0,1.69,53,4,87,324,0.1,18.55677322
402,1,9,1,1.69,72,3,87,550,0.1,25.20920136
403,1,6,0,1.76,70,4,120,330,2,22.5981405
404,1,0,0,1.71,80,3,180,300,5,27.35884546
405,1,4,1,1.7,64,3,120,400,2,22.14532872
406,1,3,1,1.7,68,3,100,400,0.087,23.52941176
407,1,5,0,1.73,74,3,120,700,2,24.72518293
408,1,10,1,1.75,78,3,50,400,1,25.46938776
409,1,2,0,1.82,70,3,120,828,0.9,21.13271344
410,2,10,1,1.62,55,3,110,500,2,20.95717116
411,1,1,1,1.86,67,2,110,400,0.1,19.36640074
412,1,11,0,1.85,75,3,138,365,12,21.9138057
413,2,7,0,1.54,51,3,120,347,0,21.50446956
414,1,11,1,1.745,64,3,110,488,4,21.01788984
415,2,2,0,1.55,63,5,200,1681,2,26.2226847
416,2,5,1,1.7,53,5,87,1183,2.99E-05,18.33910035
417,1,6,1,1.7,65,3,120,400,1,22.49134948
418,2,1,1,1.58,47,3,115,1330,5.8,18.82711104
419,1,7,1,1.66,66,4,90,1000,1,23.95122659
420,1,2,1,1.76,65,4,87,1300,2,20.9839876
421,1,8,0,1.74,72,3,120,400,2,23.78121284
422,2,9,0,1.67,50,3,180,483,10,17.92821543
423,1,1,1,1.71,68,3,66,300,2,23.25501864
