id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,bmi
44,1,7.0,0.0,175.0,50.0,5.0,100.0,469.0,1.988,16.3265306122449
45,1,4.0,0.0,173.0,74.0,1.0,180.0,359.8,105.22,24.725182932941294
46,1,8.0,1.0,167.0,48.0,4.0,51.0,638.0,1.0,17.21108680841909
47,1,2.0,0.0,172.0,60.0,2.0,150.0,500.0,20.0,20.281233098972418
48,1,6.2,0.0,171.6,80.0,3.0,120.0,50.0,0.0,27.167859335691507
49,1,8.0,0.0,172.0,58.0,4.0,200.0,713.6,200.0,19.60519199567334
50,1,1.0,0.0,170.0,70.0,1.0,180.0,315.8,13.1,24.221453287197235
51,1,0.0,1.0,170.8,65.0,2.0,140.0,399.0,3.7,22.281151105967776
52,1,5.0,1.0,172.0,68.6,3.2,128.0,300.0,0.1,23.188209843158464
53,1,3.0,0.0,163.0,65.0,2.0,100.0,323.0,2.0,24.46460160337235
54,2,11.0,1.0,165.0,55.0,5.0,180.0,496.0,21.44,20.202020202020204
55,1,4.0,0.0,170.0,80.0,3.6,50.0,0.0,2.37,27.68166089965398
56,1,6.0,0.0,177.0,55.0,3.0,140.0,814.0,50.0,17.555619394171533
57,1,11.0,0.0,175.0,60.0,4.0,87.0,333.0,9.8,19.591836734693878
58,1,9.0,1.0,180.0,65.0,2.0,111.0,456.0,11.45,20.061728395061728
59,2,4.0,0.0,166.6,64.0,3.0,153.2,544.6,0.2,23.05844306510119
60,1,11.0,1.0,168.0,57.0,4.0,100.0,223.0,0.082,20.19557823129252
62,1,7.0,0.0,155.2,200.0,3.0,87.0,78.0,3.64,83.03220320969287
63,1,7.6,1.0,169.0,60.0,5.0,120.0,100.0,1.0,21.007667798746546
64,2,2.0,1.0,179.0,70.0,3.0,88.0,120.0,0.3,21.847008520333322
66,1,1.0,1.0,183.0,80.0,4.2,132.0,1000.0,20.0,23.888440980620498
67,1,8.0,0.0,172.0,73.0,1.0,200.0,100.0,50.0,24.675500270416443
68,2,7.0,0.0,162.0,64.4,3.0,150.0,800.0,3.4599999999999995,24.538942234415483
69,1,8.0,1.0,178.0,67.0,3.0,125.0,600.0,0.5,21.146319909102385
70,1,6.0,1.0,180.0,83.0,3.0,110.0,50.0,1.0,25.61728395061728
71,1,10.0,1.0,175.0,70.0,4.0,111.0,1.0,20.0,22.857142857142858
72,2,4.0,0.0,155.0,53.0,3.2,157.6,300.0,2.868,22.060353798126947
73,1,6.0,1.0,180.0,75.0,2.0,150.0,500.0,5.0,23.148148148148145
74,1,7.0,0.0,170.0,65.0,4.0,87.0,200.0,10.0,22.49134948096886
75,1,11.0,0.0,164.0,71.0,1.0,95.0,150.0,20.0,26.397977394408095
76,1,7.0,0.0,170.0,60.0,4.0,120.0,650.0,5.0,20.761245674740486
77,2,10.0,0.0,160.0,50.0,5.0,88.0,536.0,10.0,19.531249999999996
78,2,8.0,0.0,156.0,48.0,2.0,180.0,100.0,2.0,19.72386587771203
79,1,6.0,1.0,170.0,74.0,3.0,99.0,99.0,10.0,25.605536332179934
80,1,3.0,0.0,168.0,73.0,2.0,180.0,150.0,8.0,25.86451247165533
81,1,4.0,0.0,172.0,75.0,3.8,111.0,20.0,1.0,25.351541373715524
82,1,8.0,1.0,170.0,70.0,4.0,188.0,500.0,1000.0,24.221453287197235
83,1,1.0,0.0,173.0,70.0,5.0,100.0,200.0,0.0,23.38868655818771
84,1,2.0,0.0,175.0,82.0,2.0,90.0,300.0,0.2,26.775510204081634
85,1,7.0,0.0,173.0,63.0,4.0,160.0,430.0,6.0,21.04981790236894
86,1,7.0,0.0,173.0,63.0,3.8,160.0,557.6,6.0,21.04981790236894
87,1,8.0,0.0,182.0,75.0,1.0,148.0,593.0,0.0,22.6421929718633
88,2,6.2,1.0,167.0,50.0,3.2,100.0,50.0,3.0,17.92821542543655
89,2,7.0,0.0,160.0,58.6,3.0,145.0,397.4,3.34,22.890624999999996
90,2,4.0,1.0,161.0,80.0,2.0,110.0,150.0,3.0,30.86300682844026
91,1,5.0,0.0,169.0,65.0,4.0,87.0,987.0,887.0,22.758306781975424
92,1,5.2,0.0,184.0,68.0,4.0,187.0,8787.0,13.26,20.085066162570886
93,2,1.0,0.0,165.0,47.0,3.0,110.0,899.0,2.0,17.263544536271812
94,1,2.0,1.0,162.0,50.0,2.0,140.0,1234.0,0.5,19.05197378448407
96,2,5.0,0.0,155.0,54.8,4.0,180.0,300.0,0.0,22.8095733610822
98,1,0.0,1.0,178.0,68.0,5.0,120.0,1100.0,0.1,21.461936624163616
99,1,1.0,0.0,176.0,64.0,3.4,100.0,120.0,5.0,20.66115702479339
100,1,4.4,0.0,170.574,55.0,4.0,165.0,0.0,100.0,18.903273665620183
101,1,4.8,1.0,169.87,55.87,1.0,133.0,399.8,20.76,19.361780743764005
102,1,10.0,1.0,170.0,65.0,2.0,124.0,150.0,1.0,22.49134948096886
103,1,8.0,0.0,174.0,83.0,3.0,148.0,1915.0,20.7,27.414453692693883
104,1,5.0,1.0,172.0,68.0,3.0,140.0,530.0,0.2,22.985397512168742
105,1,10.0,0.0,172.0,66.0,3.0,187.0,888.0,32.0,22.30935640886966
107,1,1.0,0.0,168.0,71.6,5.0,130.0,400.0,4.94,25.368480725623584
108,1,11.0,0.0,176.0,63.0,2.0,100.0,800.0,1.0,20.33832644628099
109,1,7.0,0.0,178.0,87.0,4.0,180.0,512.0,0.87,27.458654210326976
110,1,4.0,1.0,166.0,55.0,4.0,110.0,866.0,2.0,19.959355494266223
111,1,1.0,0.0,176.0,58.0,4.0,88.0,400.0,0.01,18.72417355371901
112,1,2.0,1.0,173.0,69.0,4.0,120.0,280.0,2.0,23.054562464499313
113,1,6.0,0.0,168.0,70.0,3.4,120.0,400.0,0.3,24.801587301587304
114,1,0.0,1.0,175.0,61.0,3.0,87.0,1031.0,2.0,19.918367346938776
115,1,6.0,0.0,165.0,62.0,3.0,87.0,300.0,0.87,22.77318640955005
116,1,6.0,0.0,165.0,62.0,3.0,87.0,346.0,2.914,22.77318640955005
117,1,8.0,1.0,176.0,60.0,3.0,100.0,500.0,0.0,19.369834710743802
118,2,10.0,0.0,166.4,42.0,3.4,134.6,800.0,4.1,15.168500369822482
119,1,0.0,1.0,170.0,49.0,1.0,122.0,1029.0,9.0,16.955017301038065
120,1,4.0,1.0,172.0,58.0,3.0,88.0,600.0,0.2,19.60519199567334
121,1,6.0,0.0,182.0,76.0,5.0,145.0,500.0,20.0,22.944088878154812
122,1,8.0,0.0,172.4,72.0,5.0,120.0,250.0,0.5,24.22467579308897
123,2,8.0,1.0,155.0,47.0,3.0,124.0,280.0,0.5,19.562955254942764
124,1,7.0,1.0,174.0,86.0,5.0,100.0,5.0,0.1,28.405337561104506
125,1,4.0,1.0,160.0,55.0,1.0,100.0,20.0,2.0,21.484374999999996
126,1,5.0,0.0,165.0,68.0,4.0,148.6,250.0,2.4,24.977043158861342
128,1,1.0,1.0,170.4,62.0,4.0,110.0,262.0,0.12,21.352685754590137
129,1,8.0,1.0,165.4,61.0,2.0,87.0,200.0,3.5,22.29763615813922
130,2,8.0,1.0,152.7,40.0,4.0,100.0,877.0,0.65,17.15465219157115
131,1,8.0,0.0,174.0,67.4,3.6,150.0,600.0,2.0,22.261857576958647
133,1,8.0,0.0,183.9,59.0,3.0,180.0,3.0,333.0,17.44570615339625
135,1,5.0,0.0,190.0,68.4,1.0,50.0,591.8,5000.0,18.947368421052634
136,1,5.8,0.0,165.0,80.0,2.0,130.0,400.0,0.5,29.384756657483933
137,1,1.0,0.0,172.0,66.0,3.6,180.0,100.0,4.86,22.30935640886966
138,1,11.0,0.0,172.0,71.0,3.0,100.0,80.0,3.0,23.99945916711736
139,1,6.8,0.0,181.0,68.8,5.0,200.0,509.0,50.0,21.00057995787674
140,1,1.0,1.0,173.0,60.0,5.0,130.0,300.0,1.0,20.04744562130375
141,1,8.0,0.0,171.0,73.0,2.0,180.0,400.0,2.0,24.96494647925858
142,1,9.0,1.0,167.0,63.0,5.0,145.0,1737.0,1.0,22.589551436050055
143,2,5.8,0.0,155.0,48.0,3.0,135.0,1100.0,5.0,19.979188345473464
144,1,8.0,0.0,173.0,73.0,3.0,50.0,5.0,0.5,24.3910588392529
145,2,7.0,0.0,160.0,55.0,5.0,146.0,500.0,8.2,21.484374999999996
146,1,9.0,1.0,168.0,63.0,2.0,80.0,328.0,2.0,22.321428571428577
148,1,0.0,1.0,167.0,53.0,4.0,80.0,300.0,5.0,19.003908350962746
149,2,5.0,1.0,157.0,70.0,4.0,122.0,350.0,0.79,28.398718000730252
151,1,11.0,0.0,172.0,71.0,3.0,100.0,80.0,3.0,23.99945916711736
152,1,1.0,0.0,175.8,73.0,4.0,101.0,400.0,15.0,23.620284194082373
153,1,0.0,1.0,173.0,68.0,5.0,200.0,256.0,8.0,22.720438370810918
154,1,1.0,1.0,180.0,66.0,4.0,180.0,10.0,1.0,20.37037037037037
155,2,6.0,0.0,155.0,48.0,4.0,100.0,700.0,5.0,19.979188345473464
156,1,5.0,1.0,179.0,86.0,4.0,135.0,351.0,0.00015,26.840610467838083
157,1,2.8,1.0,174.0,85.0,4.0,90.0,412.2,3.3,28.075042938300964
158,1,5.0,1.0,180.0,66.0,2.0,180.0,0.0,0.0,20.37037037037037
159,1,11.0,0.0,178.0,63.0,4.0,130.0,200.0,4.0,19.883853048857468
160,1,1.0,1.0,180.0,72.2,4.0,166.0,10.0,209.0,22.28395061728395
161,2,11.0,1.0,161.0,50.0,2.0,120.0,150.0,0.5,19.28937926777516
162,1,6.8,1.0,164.0,66.0,3.2,115.0,623.0,1.0,24.538964901844146
163,1,5.0,0.0,180.0,70.0,3.6,100.0,100.0,100.0,21.604938271604937
164,1,9.0,0.0,200.0,100.0,1.0,200.0,10000.0,64.0,25.0
165,2,6.8,1.0,154.0,46.0,5.0,135.0,570.4,0.01,19.396188227357058
166,1,9.0,0.0,175.0,66.0,3.0,110.0,560.0,1.0,21.551020408163264
167,1,5.0,1.0,169.8,59.0,4.0,150.0,1212.0,1.0,20.46334563908762
168,1,6.0,0.0,170.0,63.0,2.0,144.0,629.0,1.4,21.79930795847751
169,1,8.0,1.0,174.0,67.0,3.0,97.0,30.0,1.0,22.12973972783723
170,1,11.0,0.0,170.4,47.0,2.8,140.0,87.0,11.84,16.186713394608653
171,1,4.0,1.0,163.8,67.2,2.8,121.0,599.0,209.868,25.046178892332737
172,2,11.0,0.0,167.6,54.0,4.0,124.6,265.0,1.0,19.224087354252937
173,1,5.0,1.0,170.0,55.0,3.0,51.0,0.0,6.77,19.031141868512112
174,1,8.0,1.0,173.0,58.0,5.0,130.0,200.0,38.0,19.37919743392696
175,1,8.0,0.0,173.0,58.0,5.0,141.0,200.0,38.0,19.37919743392696
176,1,9.0,1.0,171.0,44.0,4.0,100.0,300.0,2.41,15.047365001196951
177,1,1.0,1.0,172.0,53.0,3.0,100.0,100.0,5.0,17.915089237425637
178,2,0.0,0.0,163.0,55.0,3.0,110.0,300.0,0.0,20.70081674131507
179,1,1.0,0.0,179.0,77.0,4.0,101.0,400.0,15.0,24.031709372366656
180,1,1.0,1.0,180.0,80.0,4.0,101.0,803.0,0.0,24.691358024691358
181,2,0.0,1.0,156.0,58.0,3.0,180.0,834.0,0.003,23.83300460223537
182,1,6.0,1.0,176.0,65.0,5.0,180.0,400.0,0.5,20.983987603305785
183,2,0.0,0.0,151.0,53.0,5.0,100.0,200.0,1.0,23.244594535327398
184,1,8.0,1.0,170.0,71.8,3.6,120.0,413.0,19.59,24.844290657439448
185,2,6.0,1.0,158.0,49.0,5.0,130.0,403.0,0.0,19.62826470116968
187,1,8.0,1.0,167.0,67.0,3.0,130.0,300.0,3.0,24.023808670084982
188,1,8.0,0.0,167.0,67.0,2.0,130.0,300.0,3.0,24.023808670084982
189,1,11.0,0.0,165.2,66.0,5.0,132.0,250.0,2.042,24.18376141033834
190,1,11.0,1.0,181.0,64.6,4.0,128.0,479.2,1.2,19.718567809285428
191,1,5.0,0.0,190.0,72.2,1.0,50.0,2.0,5000.0,20.0
192,1,6.0,0.0,165.0,80.0,2.0,150.6,400.0,0.5,29.384756657483933
193,1,1.0,1.0,172.0,66.0,5.0,180.0,100.0,5.0,22.30935640886966
194,1,11.0,0.0,172.0,71.0,3.0,100.0,80.0,3.0,23.99945916711736
195,1,1.0,0.0,181.0,70.0,5.0,200.0,100.0,50.0,21.36686914318855
196,1,1.0,1.0,173.0,60.0,5.0,130.0,300.0,1.0,20.04744562130375
197,1,8.0,0.0,171.0,73.0,2.0,180.0,400.0,2.0,24.96494647925858
198,1,9.0,0.0,167.0,63.0,4.0,145.0,1737.0,1.0,22.589551436050055
199,2,4.0,0.0,155.0,48.0,3.0,133.0,1100.0,5.0,19.979188345473464
200,1,8.0,0.0,173.0,73.0,3.0,50.0,5.0,0.5,24.3910588392529
201,2,7.0,0.0,160.0,55.0,5.0,148.8,711.6,8.2,21.484374999999996
202,1,7.2,1.0,168.0,64.6,3.4,143.6,328.0,2.0,22.888321995464853
204,1,0.0,1.0,167.0,53.0,4.0,80.0,300.0,5.0,19.003908350962746
205,2,5.0,1.0,157.0,70.0,4.0,122.0,350.0,0.79,28.398718000730252
207,1,11.0,0.0,172.0,63.0,3.0,100.0,80.0,3.0,21.29529475392104
208,1,5.6,0.0,179.0,73.0,4.0,101.0,617.4,15.0,22.783308885490467
209,1,0.0,1.0,173.0,68.0,5.0,200.0,256.0,8.0,22.720438370810918
210,1,1.0,1.0,180.0,66.0,4.0,180.0,10.0,1.0,20.37037037037037
211,2,6.0,0.0,155.0,48.0,4.0,100.0,700.0,5.0,19.979188345473464
212,1,5.0,1.0,179.0,86.0,4.0,135.0,351.0,0.00015,26.840610467838083
213,1,1.0,1.0,185.0,85.0,4.0,90.0,100.0,10.0,24.835646457268076
214,1,5.0,1.0,169.2,66.0,3.2,180.0,0.0,0.0,23.053836996797614
215,1,11.0,0.0,174.2,63.0,4.0,127.0,200.0,4.0,20.7608078129181
216,1,2.6,1.0,180.0,66.0,4.2,180.0,10.0,1.04,20.37037037037037
218,1,4.4,1.0,164.0,66.0,2.0,115.0,494.2,1.0,24.538964901844146
219,1,5.0,0.0,180.0,70.0,4.0,100.0,100.0,100.0,21.604938271604937
220,1,9.0,0.0,200.0,100.0,3.6,200.0,2591.4,64.0,25.0
221,2,4.0,1.0,154.0,46.0,5.0,120.0,70.0,0.01,19.396188227357058
222,1,9.0,0.0,175.0,66.0,3.8,110.0,560.0,1.0,21.551020408163264
223,1,5.0,1.0,172.0,70.0,3.0,150.0,1212.0,1.0,23.661438615467823
224,1,6.0,0.0,170.0,63.0,2.0,144.0,629.0,1.4,21.79930795847751
225,1,8.0,1.0,174.0,67.0,3.4,97.0,30.0,1.0,22.12973972783723
226,1,11.0,1.0,167.0,47.0,2.0,87.0,87.0,0.0,16.85252249991036
227,1,4.0,1.0,165.0,57.0,5.0,180.0,599.0,0.3,20.936639118457304
228,2,11.0,0.0,162.0,54.0,4.0,110.0,265.0,1.0,20.576131687242793
229,1,5.0,1.0,170.0,55.0,3.0,51.0,0.0,6.77,19.031141868512112
230,1,8.0,1.0,173.0,58.0,5.0,130.0,200.0,38.0,19.37919743392696
231,1,6.8,1.0,173.0,58.0,5.0,130.0,200.0,38.0,19.37919743392696
232,1,9.0,1.0,171.0,44.0,4.0,100.0,300.0,2.41,15.047365001196951
233,1,1.0,0.0,172.0,53.0,3.6,100.0,100.0,5.0,17.915089237425637
235,1,3.4,0.0,172.0,73.0,4.0,115.6,400.0,15.0,24.675500270416443
236,1,1.0,1.0,180.0,74.4,3.2,101.0,803.0,0.0,22.962962962962962
237,2,0.0,1.0,156.0,58.0,3.0,180.0,834.0,0.003,23.83300460223537
238,1,6.0,1.0,176.0,65.0,5.0,180.0,400.0,0.5,20.983987603305785
239,2,0.0,0.0,151.0,53.0,5.0,100.0,200.0,1.0,23.244594535327398
240,1,8.0,1.0,170.0,80.0,2.0,120.0,413.0,19.59,27.68166089965398
241,2,6.0,1.0,158.0,63.0,3.8,130.0,403.0,0.0,25.236340330075304
242,1,6.0,0.0,168.12,55.0,4.0,131.0,574.2,1.1,19.459152733488747
243,1,6.6,1.0,168.6,67.0,2.0,130.0,300.0,2.06,23.570004319994823
244,1,8.0,1.0,167.0,67.0,2.0,139.6,345.6,3.0,24.023808670084982
245,1,11.0,1.0,180.0,76.0,5.0,132.0,250.0,5.0,23.456790123456788
246,1,11.0,0.0,181.0,72.0,4.0,128.0,157.0,1.2,21.97735111870822
247,1,0.0,1.0,170.0,63.0,5.0,140.0,312.0,3.0,21.79930795847751
248,1,1.0,1.0,176.0,82.0,1.0,180.0,1.0,100.0,26.47210743801653
249,1,4.0,1.0,178.0,90.0,5.0,100.0,666.0,0.1,28.40550435551067
250,1,5.0,1.0,175.0,75.0,1.0,130.0,495.0,0.8,24.489795918367346
251,1,1.0,1.0,165.974,60.8,3.0,131.0,1234.0,1.942,22.0710735443021
252,1,3.0,1.0,166.374,56.0,2.8,130.8,300.0,0.2,20.230988849858267
255,1,9.0,0.0,167.2,100.0,3.0,142.6,663.0,1.0,35.770701220210164
256,1,4.2,0.0,171.0,73.0,3.2,130.0,200.0,500.0,24.96494647925858
257,1,0.0,1.0,173.2,66.0,3.0,94.87,357.8,15.6,22.00129074239022
258,1,6.0,1.0,166.0,67.0,2.0,87.0,200.0,0.5,24.31412396574249
259,1,2.0,0.0,171.0,69.6,2.4,180.0,480.0,3.98,23.802195547347903
260,1,7.0,1.0,175.8,78.0,2.0,100.0,3.0,60.0,25.238111878608564
261,1,6.6,0.0,177.0,80.0,3.8,100.0,791.6,20.0,25.53544639152223
262,1,6.0,1.0,171.0,56.0,3.0,100.0,200.0,2.0,19.15119181970521
263,2,9.0,0.0,147.0,40.0,4.0,168.0,1033.0,520.0,18.510805682817345
264,1,2.0,0.0,173.2,87.0,3.0,163.0,522.8,6.2,29.001701433150746
265,1,0.0,0.0,182.2,180.0,2.0,173.0,10000.0,88.0,54.22202836173564
267,2,6.0,0.0,165.0,165.0,5.0,155.0,165.0,165.0,60.606060606060616
268,2,4.0,1.0,167.0,62.8,3.4,109.4,1024.0,1.4,22.51783857434831
269,1,3.0,0.0,176.0,76.0,4.0,100.0,10.0,10.0,24.535123966942148
270,1,11.0,0.0,180.0,100.0,5.0,120.0,691.4,0.0,30.864197530864196
272,1,4.0,0.0,168.0,62.0,2.0,120.0,900.0,0.3,21.9671201814059
273,1,5.0,0.0,163.0,51.0,2.0,126.0,1200.0,3.0,19.195302796492154
274,1,4.0,1.0,167.0,68.0,3.6,136.0,250.0,1.0,24.38237297859371
275,1,5.0,0.0,163.0,51.0,2.0,126.0,1200.0,3.0,19.195302796492154
276,1,0.0,0.0,160.0,66.0,2.0,87.0,500.0,0.5,25.781249999999996
277,1,7.2,1.0,169.2,76.0,1.0,185.0,400.0,3.94,26.54684260237301
278,2,3.0,0.0,167.6,67.4,3.0,121.0,0.0,10.0,23.99450903104904
279,2,9.0,0.0,170.0,60.0,4.0,87.0,87.0,87.0,20.761245674740486
280,1,3.4,0.0,177.0,70.4,1.0,131.0,600.0,20.0,22.471192824539564
281,1,0.0,0.0,174.0,80.0,4.0,130.0,255.0,0.3,26.42356982428326
282,1,0.0,0.0,174.0,80.0,4.0,130.0,255.0,0.3,26.42356982428326
283,1,4.0,0.0,176.0,67.0,3.2,180.0,500.0,1.0,21.62964876033058
284,1,11.0,1.0,173.0,72.0,5.0,140.0,1300.0,5.0,24.0569347455645
285,2,7.6,1.0,155.0,46.0,2.0,87.0,477.2,3.842,19.14672216441207
286,1,9.0,0.0,170.0,63.0,2.0,130.0,500.0,6.0,21.79930795847751
287,2,6.2,1.0,168.8,57.6,4.0,116.0,496.0,3.0,20.21517935356348
288,1,10.0,0.0,167.6,60.0,5.0,199.0,625.8,999.0,21.360097060281042
289,1,9.0,1.0,184.0,68.0,5.0,183.0,700.0,3.12,20.085066162570886
290,1,0.0,0.0,175.0,70.0,4.0,50.0,306.0,9.8,22.857142857142858
291,1,1.0,1.0,170.0,61.0,3.0,88.0,500.0,2.0,21.107266435986162
293,1,0.0,0.0,180.0,62.0,2.0,100.0,472.4,0.0,19.1358024691358
294,1,10.0,0.0,174.4,62.6,4.0,111.2,1287.0,216.912,20.581706085346354
295,1,7.2,0.0,167.0,66.8,2.0,140.0,529.4,4.0,23.952095808383234
296,1,2.0,0.0,150.0,40.0,3.0,151.0,1500.0,26.802,17.77777777777778
297,1,5.0,0.0,172.0,72.0,3.0,100.0,122.0,1.0,24.337479718766904
298,2,6.0,1.0,213.0,79.0,1.0,50.0,1111.0,999.0,17.41277083471093
299,2,5.0,1.0,168.0,58.0,3.0,87.0,255.0,1.0,20.549886621315196
300,1,3.0,0.0,177.0,58.0,2.0,150.0,2355.0,100.0,18.513198633853616
301,1,9.0,0.0,170.0,68.0,5.0,137.6,1300.0,5.0,23.529411764705884
302,2,6.0,0.0,150.0,44.0,4.2,160.0,891.4,125.0,19.555555555555557
305,2,2.0,1.0,161.0,53.0,4.0,200.0,200.0,1.0,20.446742023841672
306,1,8.0,1.0,165.2,58.0,3.8,50.0,666.0,0.0,21.252396390903392
307,1,0.0,1.0,187.0,187.0,4.0,187.0,870.0,8.7,53.475935828877
309,1,5.0,0.0,177.0,68.0,3.6,100.0,355.0,8.0,21.705129432793896
310,1,7.0,1.0,168.8,60.0,1.0,125.4,0.0,7.0,21.057478493295292
311,1,4.0,0.0,180.0,110.0,3.0,140.0,250.0,0.5,33.95061728395061
312,1,1.0,1.0,175.0,80.0,5.0,151.0,1234.0,5.87,26.122448979591837
313,1,4.0,0.0,178.0,82.0,5.0,123.0,513.0,0.5,25.88057063502083
314,1,6.0,0.0,169.0,61.2,3.0,110.0,1459.0,3.0,21.427821154721478
315,1,4.0,1.0,180.0,68.0,4.0,125.0,400.0,3.0,20.98765432098765
316,1,8.0,1.0,180.0,80.0,3.0,126.6,700.0,10.0,24.691358024691358
318,1,5.0,1.0,173.8,82.0,4.0,140.0,593.4,12.49,27.14652901831529
319,1,0.0,0.0,181.0,65.0,4.0,120.0,800.0,2.0,19.840664204389366
320,1,0.0,0.0,175.0,70.0,3.4,128.0,472.8,2.0,22.857142857142858
321,1,4.0,0.0,172.0,85.0,5.0,120.0,800.0,100.0,28.73174689021093
322,2,7.0,0.0,167.774,55.0,3.0,138.2,500.0,0.5,19.53949664178217
323,1,0.0,0.0,176.0,90.0,4.0,120.0,30.0,2.0,29.054752066115704
324,1,3.0,0.0,168.2,63.0,5.0,180.0,123.0,2.4,22.26837706654074
325,1,7.0,0.0,174.0,70.0,4.0,120.0,0.0,1.0,23.120623596247853
326,2,0.0,0.0,155.0,61.4,4.0,180.0,800.0,2.502,25.556711758584804
327,1,7.0,0.0,177.0,55.0,3.6,120.0,497.4,26.42,17.555619394171533
328,1,3.0,0.0,173.0,62.0,2.0,100.0,464.0,16.2,20.715693808680545
329,1,10.0,0.0,174.0,61.0,2.0,133.6,603.0,87.0,20.147971991015986
331,2,8.0,0.0,169.4,61.0,3.4,168.0,404.2,2.0,21.25705141697414
332,1,10.0,0.0,173.0,71.0,2.0,135.0,10000.0,16.0,23.722810651876106
333,1,0.0,0.0,174.0,79.0,5.0,140.0,536.0,19.0,26.09327520147972
334,1,9.0,0.0,178.0,63.0,3.0,141.0,1000.0,4.0,19.883853048857468
335,1,2.0,1.0,170.0,67.0,2.0,120.0,300.0,0.2,23.18339100346021
336,1,0.0,1.0,163.0,78.0,2.0,125.0,89.0,1.0,29.357521924046825
337,1,3.0,1.0,178.0,85.0,5.0,87.0,700.0,0.5,26.82742078020452
338,1,9.0,0.0,169.574,58.0,3.0,130.0,519.4,15.0,20.170165618936707
339,1,6.0,1.0,173.0,80.0,3.0,105.0,200.0,104.84,26.729927495071667
340,1,0.0,0.0,185.0,70.0,3.0,88.0,100.0,11.96,20.45288531775018
341,1,3.0,0.0,175.0,80.0,3.0,175.0,500.0,3.0,26.122448979591837
