id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro,bmi
146,0,4.0,0.0,170.0,64.0,3.0,120.0,500.0,16.0,i’m a psycho,22.145328719723185
147,0,0.0,0.0,161.0,68.0,3.0,50.0,200.0,0.0,i'm a good person,26.23355580417422
148,0,0.0,1.0,150.0,48.0,2.0,120.0,700.0,0.5,Keep going until reach the goal.,21.333333333333332
149,0,3.0,1.0,165.0,65.0,5.0,120.0,200.0,0.0,Be Funny,23.875114784205696
150,0,6.0,1.0,166.0,60.0,4.0,100.0,0.0,1.02,Low-key,21.773842357381334
151,0,6.0,0.0,174.0,70.0,4.0,128.0,539.0,110.0,Lost,23.120623596247853
152,0,11.0,1.0,166.0,57.0,3.0,130.0,200.0,2.0,Ambitious,20.685150239512268
153,0,7.0,0.0,166.0,64.0,5.0,166.0,700.0,0.0,free,23.225431847873423
154,0,5.0,0.0,152.0,42.0,1.0,200.0,500.0,20.0,Good,18.178670360110804
155,0,0.0,0.0,165.0,62.5,4.0,100.0,1088.0,7.5,humor,22.956841138659325
156,0,7.0,0.0,175.0,3.689340000000001e+29,2.0,180.0,2e+97,2e+21,Nothing is impossible!,1.204682448979592e+29
157,0,8.0,0.0,180.0,77.0,1.0,180.0,1.0,10.0,Good,23.76543209876543
158,0,4.0,0.0,171.0,66.0,5.0,199.0,100000.0,20.0,Live with your faith,22.571047501795427
159,0,7.0,1.0,160.0,49.0,3.0,100.0,500.0,0.0,XD,19.140624999999996
160,0,6.0,0.0,170.0,49.0,4.0,200.0,1000.0,100.0,A bully,16.955017301038065
161,0,4.0,1.0,157.0,46.0,1.0,180.0,700.0,1.04,I am a student.,18.662014686194166
162,0,2.0,0.0,172.0,56.0,2.0,200.0,99999.0,666.0,Ggininder,18.92915089237426
163,0,5.0,1.0,158.0,47.0,2.0,130.0,200.0,3.0,A boring guy,18.82711103989745
164,0,5.0,0.0,170.0,60.0,5.0,100.0,600.0,30.0,No confidence,20.761245674740486
165,0,6.0,1.0,150.0,40.0,1.0,100.0,1100.0,11.0,Beautiful,17.77777777777778
166,0,7.0,1.0,182.0,68.0,3.0,120.0,400.0,4.0,I am a slient man.,20.528921627822726
167,0,5.0,0.0,175.0,60.0,4.0,100.0,100.0,50.0,I don’t know,19.591836734693878
168,0,4.0,0.0,178.0,53.8,3.4,128.6,129.0,140.0,Good!,16.980179270294155
169,0,1.0,0.0,181.0,55.0,1.0,120.0,215.0,465.0,I’m look like tall and thin.,16.788254326791
170,0,10.0,0.0,175.0,63.0,3.0,140.0,881.0,97.5,Friendly&Charming,20.571428571428573
171,0,1.0,0.0,179.5,60.0,2.0,187.0,693.0,184.0,Outgoing,18.621829439560525
172,0,2.0,0.0,161.5,50.0,3.0,200.0,1711.0,4.0,DCC,19.170125276768683
173,0,1.0,1.0,162.0,50.0,3.0,90.0,400.0,5.0,Work hard,19.05197378448407
174,0,4.0,1.0,158.0,44.0,5.0,120.0,350.0,0.129,Adorable,17.625380547989103
175,0,1.0,0.0,160.0,48.0,5.0,100.0,500.0,20.0,Friendly,18.749999999999996
176,0,8.0,0.0,173.0,53.0,5.0,200.0,600.0,1.0,Not bad！,17.70857696548498
177,0,1.0,0.0,160.0,45.0,5.0,94.0,955.0,256.0,The dream will lead the way,17.578124999999996
178,0,2.0,0.0,169.0,75.0,2.0,110.0,200.0,6.0,Cool.,26.25958474843318
179,0,10.0,0.0,170.0,90.0,2.0,50.0,100.0,1.0,Stupid,31.14186851211073
180,0,3.0,1.0,158.0,48.0,4.0,120.0,750.0,10.0,handsome,19.227687870533565
181,0,1.0,0.0,163.0,60.0,4.0,180.0,385.0,100.0,I am good.,22.582709172343712
182,0,5.0,1.0,170.0,25.0,2.0,200.0,0.0,500.0,Smart,8.650519031141869
183,0,9.0,0.0,178.0,84.0,2.0,87.0,0.0,2.0,Cool,26.511804065143288
184,0,9.0,0.0,182.0,74.0,2.0,80.0,100.0,4.0,Sleepy,22.34029706557179
185,0,10.0,0.0,163.0,64.0,5.0,100.0,350.0,5.0,Content,24.088223117166624
186,0,6.0,0.0,165.0,50.0,3.0,200.0,500.0,1.0,Cute,18.36547291092746
187,0,0.0,0.0,165.0,58.0,4.0,180.0,250.0,6.8,Cute,21.30394857667585
188,0,11.0,0.0,172.0,68.0,1.0,100.0,10.0,3.0,Nobody nobody,22.985397512168742
189,0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,,
190,0,1.0,0.0,159.0,40.0,5.0,180.0,2000.0,2.0,free,15.822158933586486
191,0,2.0,0.0,182.0,68.0,1.0,168.0,1303.0,99.2,"Cogito, ergo sum",20.528921627822726
192,0,4.0,1.0,170.0,70.0,5.0,180.0,230.0,39.52,very kind,24.221453287197235
193,0,0.0,0.0,158.0,53.0,3.0,99.0,1080.0,32.0,Entusiasm,21.230572023714146
194,0,7.0,1.0,162.0,55.0,5.0,100.0,60.0,30.0,Funny,20.957171162932475
195,0,4.0,0.0,176.0,78.0,4.0,110.0,1300.0,3.0,Do’nt say too much ，Just do it.,25.180785123966942
196,0,7.0,1.0,167.0,52.0,4.0,120.0,320.0,5.0,maymay,18.645344042454013
197,0,7.0,1.0,175.0,65.0,2.0,180.0,1e+98,1e+22,"who am i , loser life.",21.224489795918366
198,0,4.0,0.0,172.0,75.0,2.0,100.0,200.0,5.0,have fun,25.351541373715524
199,0,9.0,1.0,180.0,76.0,3.0,180.0,180.0,6.0,Do,23.456790123456788
200,0,3.0,0.0,168.0,61.0,5.0,89.0,343.0,5.0,Honest,21.612811791383223
201,0,3.0,0.0,155.0,46.0,4.0,200.0,600.0,2.0,passion,19.14672216441207
202,0,11.0,1.0,155.0,40.0,2.0,110.0,300.0,1.0,nice,16.649323621227886
203,0,1.0,0.0,178.0,90.0,2.0,120.0,117.0,0.0,Have Fun!,28.40550435551067
204,0,0.0,1.0,173.0,85.0,5.0,111.0,6.0,0.0,not,28.40054796351365
205,0,2.0,1.0,172.0,55.0,5.0,148.0,575.0,0.436,I'm tall and wise.,18.591130340724717
206,0,3.0,1.0,163.0,55.0,5.0,150.0,498.0,1000.0,YA,20.70081674131507
207,0,11.0,0.0,169.0,58.0,3.0,55.0,1.0,0.0,UUUU,20.307412205454995
208,0,6.0,0.0,165.0,50.0,3.0,200.0,500.0,1.0,Cute,18.36547291092746
209,0,0.0,0.0,158.0,53.0,3.0,99.0,1080.0,32.0,Entusiasm,21.230572023714146
210,0,2.0,0.0,169.0,75.0,2.0,110.0,200.0,6.0,Cool.,26.25958474843318
211,0,1.0,1.0,176.0,75.0,1.0,50.0,1.0,2.0,I am stupid.,24.212293388429753
212,0,9.0,0.0,171.0,73.0,2.0,200.0,99999.0,1.0,Awesome,24.96494647925858
213,0,1.0,1.0,173.0,70.0,5.0,140.0,300.0,20.0,Awsome,23.38868655818771
214,0,2.0,0.0,158.0,50.0,3.0,140.0,500.0,10.0,Pretty,20.028841531805796
215,0,9.0,1.0,177.0,68.0,2.0,110.0,600.0,0.6,I'm so good.,21.705129432793896
216,0,11.0,1.0,176.0,65.0,5.0,180.0,721.0,30.0,hi,20.983987603305785
217,0,6.0,0.0,170.0,63.0,2.0,160.0,500.0,50.0,The best and passionate person in the world,21.79930795847751
218,0,5.0,0.0,173.0,69.0,4.0,50.0,320.0,30.0,Big,23.054562464499313
219,0,11.0,1.0,183.0,76.0,2.0,200.0,262.0,1.0,so smart,22.694018931589476
220,0,7.0,0.0,159.0,45.0,3.0,122.0,0.0,11111000000.0,I am fat,17.799928800284796
221,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0,HowDa U Sdd,17.916330735465376
222,0,3.0,1.0,178.0,75.0,4.0,117.0,2.0,6.0,human,23.671253629592222
223,0,1.0,0.0,380.0,380.0,5.0,60.0,0.0,500.0,random,26.315789473684212
224,0,6.4,1.0,183.0,70.0,5.0,132.6,2e+97,6666.0,Boiiiiiii,20.902385858042937
225,0,9.0,1.0,180.0,80.0,3.0,200.0,500.0,100.0,handsome guy,24.691358024691358
226,0,11.0,0.0,166.0,54.0,5.0,199.0,878.0,10.0,Ku R,19.5964581216432
227,0,4.0,1.0,183.0,76.0,4.0,120.0,350.0,4.0,Wow,22.694018931589476
228,0,11.0,0.0,155.0,65.0,5.0,120.0,717.0,40.6,Sophisticated but also innocent,27.055150884495315
229,0,5.0,0.0,160.0,58.0,3.0,108.0,300.0,3.3,Sport,22.656249999999996
230,0,2.0,0.0,169.0,80.0,5.0,140.0,1555.0,504.0,Stock god,28.01022373166206
231,0,8.0,1.0,175.0,52.0,4.0,180.0,666.0,20.0,paradox,16.979591836734695
232,0,9.0,0.0,12345.0,400.0,3.0,90.0,700.0,52.0,Person,0.026246887078181767
233,0,1.0,0.0,165.0,58.0,4.0,180.0,656.0,289.0,Nothing,21.30394857667585
234,0,10.0,0.0,180.0,65.0,3.0,50.0,200.0,20.0,A normal person,20.061728395061728
235,0,4.2,1.0,167.0,55.0,3.8,119.6,100.0,3.6,Cool,19.721036967980208
236,0,10.0,0.0,165.0,50.0,4.0,100.0,1000.0,10.0,hello world,18.36547291092746
237,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",25.48476454293629
238,0,4.0,1.0,161.0,50.0,3.0,120.0,600.0,1.0,Not funny,19.28937926777516
239,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0,HowDa U Sdd,17.916330735465376
240,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",25.48476454293629
241,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0,HowDa U Sdd,17.916330735465376
242,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",25.48476454293629
243,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",25.48476454293629
244,0,10.0,0.0,174.0,64.0,5.0,200.0,100.0,5.0,hi,21.13885585942661
245,0,5.0,0.0,178.0,73.0,4.0,145.0,135.0,200.0,懶,23.04002019946976
246,0,8.0,0.0,177.0,73.0,5.0,50.0,200.0,10.0,Fat,23.301094832264035
247,0,0.0,1.0,173.0,85.0,1.0,120.0,500.0,34.0,Be myself,28.40054796351365
248,0,0.0,1.0,182.0,100.0,2.0,180.0,500.0,32.0,I'm the best.,30.189590629151066
249,0,5.4,0.4,169.4,66.0,1.0,200.0,100.0,0.0,Hahaha,22.999432680660544
250,0,3.0,0.0,171.0,93.0,4.0,50.0,340.0,6.0,think,31.80465784343901
251,0,11.0,0.0,162.0,43.0,5.0,60.0,500.0,20.0,I’m a unconfident person,16.384697454656298
252,0,2.0,0.0,178.0,91.0,4.0,199.0,616.0,187.0,Too Salty,28.721121070571897
253,0,9.0,0.0,163.0,73.0,3.0,110.0,1028.0,263.0,I am doing the best I can.,27.475629493018182
254,0,7.0,0.0,171.0,73.0,4.0,110.0,120.0,2.0,Good person,24.96494647925858
255,0,1.0,0.0,155.0,46.0,2.0,100.0,341.0,10.0,pessimistic,19.14672216441207
256,0,6.0,1.0,165.0,62.0,3.0,80.0,80.0,5.0,I am a man.,22.77318640955005
257,0,0.0,0.0,173.0,63.0,4.0,100.0,100.0,100.0,how are you,21.04981790236894
258,0,0.0,1.0,165.0,76.0,4.0,120.0,220.0,2.0,I always enjoy my life.,27.915518824609737
259,0,1.0,0.6,168.0,63.0,4.0,51.0,400.0,0.0,My name is Bill,22.321428571428577
260,0,9.0,0.0,178.0,78.0,5.0,110.0,200.0,5.0,Easygoing,24.61810377477591
261,0,7.0,1.0,173.0,100.0,3.0,100.0,300.0,100.0,Love Money,33.41240936883958
262,0,0.0,1.0,165.0,51.0,3.0,100.0,30.0,1.0,living human,18.73278236914601
263,0,7.0,0.0,170.0,75.0,5.0,87.0,600.0,2.0,Ncu student,25.95155709342561
264,0,7.0,0.0,164.0,49.0,2.0,110.0,262.0,0.0,Nothing,18.218322427126715
265,0,3.0,0.0,158.0,60.0,2.0,200.0,300.0,2.0,easy-going,24.034609838166958
266,0,8.0,0.0,176.0,999.0,1.0,199.0,500.0,30.0,"quite handsome, quite sexy and longggg dxxk",322.50774793388433
267,0,8.0,0.0,161.0,61.0,3.0,200.0,500.0,0.0,I'm an interesting and warm person.,23.533042706685695
268,0,6.0,1.0,163.0,53.0,4.0,111.0,150.0,10.0,optimism,19.94805976890361
269,0,4.0,0.0,183.0,94.0,4.0,120.0,881.0,12.1,A kind and optimistic person.,28.068918152229088
270,0,5.0,0.0,165.0,65.0,2.0,180.0,2000.0,0.0,do myself,23.875114784205696
271,0,8.0,1.0,163.0,1.0,2.0,111.0,190.0,0.0,>.0啾咪,0.3763784862057285
272,0,5.0,0.0,157.0,50.0,2.0,100.0,100.0,0.23,I am okay.,20.28479857195018
273,0,7.4,0.0,170.0,63.0,5.0,100.0,10.0,1.0,Optimistic,21.79930795847751
