id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt
99,1,1,0,176,64,,100,120,5
100,1,,0,,55,,,0,100
101,1,,1,169.87,55.87,1,133,,
102,1,10,1,170,65,2,124,150,1
103,1,8,0,174,83,3,148,1915,20.7
104,1,5,1,172,68,3,140,530,0.2
105,1,10,0,172,66,3,187,888,32
106,2,,0,,60,2,135,,
107,1,1,0,168,,5,130,400,
108,1,11,0,176,63,2,100,800,1
109,1,7,0,178,87,4,180,512,0.87
110,1,4,1,166,55,4,110,866,2
111,1,1,0,176,58,4,88,400,0.01
112,1,2,1,173,69,4,120,280,2
113,1,6,0,168,70,,120,400,0.3
114,1,0,1,175,61,3,87,1031,2
115,1,6,0,165,62,3,87,300,0.87
116,1,6,0,165,62,3,87,,
117,1,8,1,176,60,3,100,500,0
118,2,10,0,,42,,,800,4.1
119,1,0,1,170,49,1,122,1029,9
120,1,4,1,172,58,3,88,600,0.2
121,1,6,0,182,,5,145,500,20
122,1,8,0,,72,5,120,250,0.5
123,2,8,1,155,47,3,124,280,0.5
124,1,7,1,174,86,5,100,5,0.1
125,1,4,1,160,55,1,100,20,2
126,1,5,0,165,68,4,,250,
127,1,2,0,175,7,5,100,1000,0.06
128,1,1,1,,62,4,110,262,0.12
129,1,8,1,,61,2,87,200,3.5
130,2,,1,152.7,40,4,100,877,0.65
131,1,8,0,174,,,150,600,2
132,1,0,1,1000000000,2000000000,1,122,3000000000,4000000000
133,1,8,0,183.9,59,3,180,3,333
134,1,1,0,1.00E+111,1.00E+111,1,,1.00E+255,#NUM!
135,1,5,0,190,,1,50,,5000
136,1,,0,165,80,2,130,400,0.5
137,1,1,0,172,66,,180,100,
138,1,11,0,172,71,3,100,80,3
139,1,,0,181,,5,200,,50
140,1,1,1,173,60,5,130,300,1
141,1,8,0,171,73,2,180,400,2
142,1,9,1,167,63,5,145,1737,1
143,2,,0,155,48,3,,1100,5
144,1,8,0,173,73,3,50,5,0.5
145,2,7,0,160,55,5,146,500,8.2
146,1,9,1,168,63,2,80,328,2
147,2,6,0,168,49,1,87,2000,
148,1,0,1,167,53,4,80,300,5
149,2,5,1,157,70,4,122,350,0.79
150,2,6,0,168,49,1,87,2000,99999
151,1,11,0,172,71,3,100,80,3
152,1,1,0,,73,4,101,400,15
153,1,0,1,173,68,5,200,256,8
154,1,1,1,180,66,4,180,10,1
155,2,6,0,155,48,4,100,700,5
156,1,5,1,179,86,4,135,351,0.00015
157,1,,1,,85,4,90,,
158,1,5,1,180,66,2,180,0,0
159,1,11,0,178,63,4,130,200,4
160,1,1,1,180,,4,,10,
161,2,11,1,161,50,2,120,150,0.5
162,1,,1,164,66,,115,623,1
163,1,5,0,180,70,,100,100,100
164,1,9,0,200,100,1,200,10000,64
165,2,,1,154,46,5,,,0.01
166,1,9,0,175,66,3,110,560,1
167,1,5,1,,,,150,1212,1
168,1,6,0,170,63,2,144,629,1.4
169,1,8,1,174,67,3,97,30,1
170,1,11,0,,47,,,87,
171,1,4,1,,,,,599,
172,2,11,0,,54,,,265,1
173,1,5,1,170,55,3,51,0,6.77
174,1,8,1,173,58,5,130,200,38
175,1,8,0,173,58,5,,200,38
176,1,9,1,171,44,4,100,300,2.41
177,1,1,1,172,53,3,100,100,5
178,2,0,0,163,55,3,110,300,0
179,1,1,0,179,,4,101,400,15
180,1,1,1,180,80,4,101,803,0
181,2,0,1,156,58,3,180,834,0.003
182,1,6,1,176,65,5,180,400,0.5
183,2,0,0,151,53,5,100,200,1
184,1,8,1,170,,,120,413,19.59
185,2,6,1,158,49,5,130,403,0
186,1,6,0,,,5,,,
187,1,8,1,167,67,,130,300,3
188,1,8,0,167,67,2,130,300,3
189,1,11,0,,,5,132,250,
190,1,11,1,181,,4,128,,1.2
191,1,5,0,190,,1,50,2,5000
192,1,6,0,165,80,2,,400,0.5
193,1,1,1,172,66,5,180,100,5
194,1,11,0,172,71,3,100,80,3
195,1,1,0,181,70,5,200,100,50
196,1,1,1,173,60,5,130,300,1
197,1,8,0,171,73,2,180,400,2
198,1,9,0,167,63,,145,1737,1
199,2,4,0,155,48,3,133,1100,5
200,1,8,0,173,73,3,50,5,0.5
201,2,7,0,160,55,5,,,8.2
202,1,,1,168,,,,328,2
203,2,6,0,168,49,1,87,2000,99999
204,1,0,1,167,53,4,80,300,5
205,2,5,1,157,70,4,122,350,0.79
206,2,6,0,168,49,1,,2000,
207,1,11,0,172,,,100,80,3
208,1,,0,179,73,4,101,,15
209,1,0,1,173,68,5,200,256,8
210,1,1,1,180,66,4,180,10,1
211,2,6,0,155,48,4,100,700,5
212,1,5,1,179,86,4,135,351,0.00015
213,1,1,1,185,85,4,90,100,10
214,1,5,1,,66,,180,0,0
215,1,11,0,,63,4,,200,4
216,1,,1,180,66,,180,10,
217,2,11,0,,50,2,,,0.5
218,1,,1,164,66,2,115,,1
219,1,5,0,180,70,4,100,100,100
220,1,9,0,200,100,,200,,64
221,2,4,1,154,46,5,120,70,0.01
222,1,9,0,175,66,,110,560,1
223,1,5,1,172,70,3,150,1212,1
224,1,6,0,170,63,2,144,629,1.4
225,1,8,1,174,67,,97,30,1
226,1,11,1,167,47,2,87,87,0
227,1,4,1,165,57,5,180,599,0.3
228,2,11,0,162,54,4,110,265,1
229,1,5,1,170,55,3,51,0,6.77
230,1,8,1,173,58,5,130,200,38
231,1,,1,173,58,5,130,200,38
232,1,9,1,171,44,4,100,300,2.41
233,1,1,0,172,53,,100,100,5
234,2,0,0,,55,,110,,0
235,1,,0,,73,4,,400,15
236,1,1,1,180,,,101,803,0
237,2,0,1,156,58,3,180,834,0.003
238,1,6,1,176,65,5,180,400,0.5
239,2,0,0,151,53,5,100,200,1
240,1,8,1,170,80,2,120,413,19.59
241,2,6,1,158,,,130,403,0
242,1,6,0,,55,,,,1.1
243,1,,1,,67,2,130,300,
244,1,8,1,167,67,2,,,3
245,1,11,1,180,76,5,132,250,5
246,1,11,0,181,72,4,128,157,1.2
247,1,0,1,170,63,5,140,312,3
248,1,1,1,176,82,1,180,1,100
249,1,4,1,178,90,5,100,666,0.1
250,1,5,1,175,75,1,130,495,0.8
251,1,1,1,,,3,131,1234,
252,1,3,1,,56,,,300,0.2
253,1,5,0,30,87,5,200,1,0
254,2,8,1,15,500,,50,,0.001
255,1,9,0,,100,3,,,1
256,1,,0,171,73,,,200,500
257,1,0,1,,66,3,94.87,,15.6
258,1,6,1,166,67,2,87,200,0.5
259,1,2,0,171,,,180,480,
260,1,7,1,,78,2,100,3,60
261,1,,0,,80,,100,,20
262,1,6,1,171,56,3,100,200,2
263,2,9,0,147,40,,168,1033,520
264,1,2,0,,87,3,,,
265,1,0,0,,180,2,173,10000,88
266,1,3,1,12,12,2,87,12,12
267,2,6,0,165,165,5,155,165,165
268,2,4,1,167,,,,1024,1.4
269,1,3,0,176,76,4,100,10,10
270,1,11,0,180,100,5,120,,0
271,1,,0,-187,,1,,8787,0
272,1,4,0,168,62,2,120,900,0.3
273,1,5,0,163,51,2,126,1200,3
274,1,4,1,,68,,,250,1
275,1,5,0,163,51,2,126,1200,3
276,1,0,0,160,,2,87,500,0.5
277,1,,1,,76,1,185,400,
278,2,3,0,,,3,,0,10
279,2,9,0,170,60,4,87,87,87
280,1,,0,177,,1,,600,20
281,1,0,0,174,80,4,130,255,0.3
282,1,0,0,174,80,4,130,255,0.3
283,1,4,0,176,,,180,500,1
284,1,11,1,173,72,5,140,1300,5
285,2,,1,155,46,2,87,,
286,1,9,0,170,63,2,130,500,6
287,2,,1,,,4,,,3
288,1,10,0,,60,5,199,,999
289,1,9,1,184,,5,183,700,
290,1,0,0,175,70,4,50,,
291,1,1,1,170,61,3,88,500,2
292,1,2,1,-1000,-1000,1,200,-1000,-1000
293,1,0,0,180,62,2,100,,0
294,1,10,0,,,4,,1287,
295,1,,0,,,2,140,,4
296,1,2,0,150,40,3,,1500,
297,1,5,0,172,72,3,100,122,1
298,2,6,1,213,79,1,50,1111,999
299,2,5,1,168,58,3,87,255,1
300,1,3,0,177,58,2,150,2355,100
301,1,9,0,170,68,5,,1300,5
302,2,6,0,150,44,,160,,125
303,2,4,1,180,78,1,200,9999999,999
304,2,,1,,78,,200,,999
305,2,2,1,161,53,4,200,200,1
306,1,8,1,,58,,50,666,0
307,1,0,1,187,187,,187,870,8.7
308,2,1,0,900,10,5,199,10,1
309,1,5,0,177,68,,100,355,8
310,1,7,1,,60,1,,0,7
311,1,4,0,180,110,3,140,250,0.5
312,1,1,1,175,80,5,151,1234,5.87
313,1,4,0,178,82,5,123,513,0.5
314,1,6,0,,,3,110,1459,3
315,1,4,1,180,68,4,125,400,3
316,1,8,1,180,80,3,,700,10
317,1,4,1,178,83,4,50,0,9999
318,1,,1,,82,4,140,,12.49
319,1,0,0,181,65,4,120,800,2
320,1,0,0,175,70,,,,
321,1,4,0,172,85,5,120,800,100
322,2,7,0,,55,,,500,0.5
323,1,0,0,176,90,4,120,30,2
324,1,3,0,,63,5,180,123,2.4
325,1,7,0,174,70,4,120,0,1
326,2,0,0,155,,,180,800,
327,1,,0,177,55,,120,,
328,1,3,0,173,62,2,100,464,16.2
329,1,10,0,174,61,2,,603,87
330,1,11,1,172,56,2,188,,88888
331,2,8,0,,,,168,,2
332,1,10,0,173,71,2,135,10000,16
333,1,0,0,,79,5,140,,19
334,1,9,0,178,63,3,141,1000,4
335,1,2,1,170,67,2,120,300,0.2
336,1,0,1,163,78,2,125,89,1
337,1,3,1,178,85,5,87,700,0.5
338,1,9,0,,58,3,130,,15
339,1,6,1,,80,3,105,200,
340,1,0,0,185,70,3,88,100,
341,1,3,0,175,80,3,175,500,3
342,1,0,1,170,55,4,180,0,100
343,1,9,0,170,75,4,100,700,1
344,1,4,0,170,62,5,,1300,
345,1,6,0,172,72,3,120,,
346,1,,0,175,90,,140,1060,
347,1,1,1,179,79,,100,,
348,1,7,1,178,67,4,90,700,15
349,1,,0,179,63,4,,150,3
350,1,2,1,171,60,2,56,574,1.5
351,2,4,0,155,53,2,100,150,2
352,1,5,0,178,65,5,103,,30
353,1,5,0,176,57,5,80,329,
354,1,8,1,182,70,5,100,1362,10
355,2,7,0,,54,5,,900,0.000214
356,1,5,0,173.6,,5,180,914,
357,1,9,1,175,74,3,199,0,2048
358,2,,0,,55,,120,600,1
359,1,8,0,168,85,5,150,350,
360,1,5,1,177,,,111,100,1
361,1,10,1,176,,5,120,,2
362,1,6,0,177,72,4,100,527,1
363,2,,0,156,56,2,156,,0
364,2,,1,162,50,4,120,800,
365,1,7,1,167,57,3,105,250,1.5
366,2,10,0,,,,,600,
367,1,2,0,,65,5,,1000,3
368,1,7,0,,63,,98,258,203
369,2,11,1,,,4,150,1061,
370,1,1,1,173,70,1,92,100,1
371,1,9,0,182,60,4,180,600,2
372,2,,0,168,60,3,132,300,
373,2,,0,,,,150,500,2
374,2,3,1,166,55,3,120,555,6
375,1,3,0,174,70,2,199,0,9999
376,1,0,1,169,60,3,120,233,3
377,1,2,1,171,63,5,131,200,0.000565
378,1,11,0,179,78,4,136,2000,
379,1,10,0,171,49,2,100,675,99.4
380,1,0,0,166,70,,110,400,14.32
381,1,8,1,200,10,1,50,0,1000
382,1,1,0,169,70,4,126,482,0.000351
383,1,4,1,165,70,5,200,100000,0.5
384,1,10,1,182,75,5,87,253,1
385,1,8,0,171,60,4,,,0
386,1,5,0,,76,5,120,,5.4
387,1,,0,,55,4,120,,0.56
388,1,9,1,163,52,,120,800,5
389,1,11,1,173,67,,100,,100
390,2,7,0,168,54,,,600,4
391,1,10,1,,,5,123,500,
392,1,9,0,168,58,4,126,381,22.5
393,1,,1,176,,,100,,
394,1,7,1,172,60,3,130,722,1
395,2,1,0,162,59,5,180,1780,0.136
396,2,8,1,157,48,3,130,450,2
397,2,8,1,150,80,3,85,2,1
398,2,8,1,150,80,3,85,2,1
399,1,6,0,,,5,,471,
400,2,2,1,155,50,5,101,456,7.06
401,2,3,0,169,53,4,87,324,0.1
402,1,9,1,169,72,3,87,550,0.1
403,1,,0,176,70,4,,330,
404,1,0,0,,80,3,180,300,5
405,1,4,1,170,,,,,
406,1,3,1,170,68,3,100,400,0.087
407,1,5,0,173,74,3,,700,
408,1,10,1,175,78,,50,,1
409,1,2,0,182,70,3,120,828,0.9
410,2,10,1,162,55,3,110,500,2
411,1,1,1,186,67,2,110,400,0.1
412,1,11,0,185,75,3,138,365,12
413,2,7,0,154,51,3,,347,0
414,1,11,1,174.5,,3,110,488,4
415,2,2,0,155,63,5,200,1681,2
416,2,5,1,170,53,5,87,1183,0.0000299
417,1,6,1,170,65,,120,,1
418,2,1,1,158,47,3,115,1330,5.8
419,1,7,1,166,66,4,90,1000,1
420,1,2,1,176,65,4,87,1300,2
421,1,8,0,174,72,,,,
422,2,9,0,167,50,3,180,483,10
423,1,1,1,,68,3,66,300,
