id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt
35,0,1.0,1.0,187.0,66.0,4.0,150.0,150.0,0.1
36,0,2.0,1.0,150.0,45.0,4.0,80.0,200.0,0.5
37,0,10.0,0.0,176.0,90.0,3.0,120.0,705.0,11.0
38,0,10.0,1.0,177.0,64.0,3.0,125.0,30.0,10.0
39,0,10.0,0.0,171.0,72.0,5.0,100.0,80.0,1.0
40,0,6.0,1.0,165.0,65.0,3.0,130.0,649.0,0.8
41,0,6.0,1.0,178.0,71.0,3.0,87.0,400.0,18.0
42,0,6.0,1.0,172.0,59.0,1.0,180.0,600.0,3.0
43,0,6.0,0.0,172.0,,3.0,199.0,200.0,0.05
44,0,11.0,0.0,171.0,60.0,2.0,125.0,749.0,2.6
45,0,1.0,0.0,165.0,45.0,5.0,80.0,869.0,5.0
46,0,11.0,0.0,174.0,62.0,3.0,110.0,487.0,15.0
47,0,8.0,1.0,172.0,52.0,2.0,200.0,488.0,1.6
48,0,11.0,1.0,163.0,54.0,3.0,107.0,393.0,0.0
49,0,9.0,1.0,156.0,50.0,2.0,110.0,873.0,1.0
50,0,4.0,0.0,165.0,50.0,1.0,100.0,1859.0,10.0
51,0,4.0,0.0,166.0,65.0,1.0,188.0,1022.0,5.0
52,0,4.0,0.0,87.87,87.87,1.0,87.0,87.0,87.0
53,0,9.0,0.0,169.0,60.0,4.0,100.0,300.0,5.0
54,0,1.0,1.0,187.0,87.0,4.0,87.0,9487.0,5.9487
55,0,4.0,1.0,180.0,88.0,5.0,200.0,888.0,1.0
56,0,,1.0,,56.0,3.0,,589.0,0.0
57,0,7.0,1.0,188.77,87.59487,5.0,50.87,9487.0,8.74
58,0,,1.0,176.0,,3.0,87.0,300.0,
59,0,11.0,1.0,174.0,76.5,3.0,120.0,555.0,0.0
60,0,4.0,0.0,178.0,85.0,3.0,120.0,653.0,30.8
61,0,10.0,0.0,178.0,45.0,4.0,200.0,500.0,1.0
62,0,9.0,1.0,170.0,1.0,4.0,50.0,1.0,5000.0
63,0,7.0,0.0,175.0,65.0,5.0,120.0,572.0,3.0
64,0,5.0,1.0,175.0,73.0,4.0,120.0,200.0,3.0
65,0,7.0,0.0,166.0,90.0,1.0,170.0,20000.0,0.0
66,0,9.0,1.0,162.0,50.0,5.0,120.0,115.0,20.0
67,0,7.0,0.0,175.0,70.0,4.0,180.0,1186.0,50.0
68,0,2.0,1.0,160.0,50.0,4.0,180.0,100.0,3.0
69,0,7.0,0.0,172.0,58.0,4.0,112.0,343.0,0.5
70,0,4.0,1.0,161.0,46.0,4.0,100.0,200.0,3.0
71,0,5.0,1.0,158.0,53.0,2.0,100.0,600.0,11.78
72,0,2.0,0.0,218.0,50.0,4.0,200.0,0.0,1000.0
73,0,11.0,0.0,174.0,73.0,5.0,120.0,200.0,30.0
74,0,7.0,1.0,,60.0,,87.0,10.0,83.98
75,0,4.0,0.0,161.0,43.0,3.0,100.0,300.0,0.65
76,0,9.0,1.0,156.0,50.0,5.0,120.0,484.0,5.0
77,0,7.0,1.0,178.0,74.0,,87.0,878.0,87.0
78,0,,0.0,173.0,58.0,4.0,,,2.0
79,0,3.0,0.0,,63.0,4.0,,500.0,
80,0,4.0,1.0,174.0,58.0,4.0,110.0,264.0,0.4
81,0,8.0,1.0,160.0,54.0,2.0,130.0,564.0,3.0
82,0,9.0,0.0,176.0,76.0,4.0,128.0,850.0,20.0
83,0,7.0,1.0,168.0,75.0,5.0,160.0,500.0,50.0
84,0,10.0,0.0,172.0,57.0,1.0,51.0,199.0,200.0
85,0,7.0,0.0,175.0,63.0,5.0,180.0,1000.0,5.0
86,0,10.0,1.0,180.0,80.0,4.0,100.0,600.0,40.0
87,0,0.0,1.0,168.0,55.0,4.0,180.0,567.0,23.0
88,0,3.0,0.0,170.0,56.0,4.0,180.0,494.0,9.2
89,0,8.0,1.0,200000.0,450000.0,2.0,180.0,345000000.0,3.34482e-05
90,0,2.0,0.0,173.0,70.0,5.0,180.0,85.0,3.0
91,0,,0.0,,,3.0,111.0,400.0,
92,0,2.0,1.0,183.0,75.0,2.0,87.0,500.0,22.8
93,0,5.0,0.0,1.84467e+21,1.8446700000000003e+30,1.0,200.0,1e+28,8.4
94,0,1.0,0.0,172.0,60.0,3.0,120.0,550.0,16.0
95,0,1.0,0.0,175.0,65.0,4.0,69.0,653.0,30.0
96,0,9.0,1.0,170.0,56.0,2.0,90.0,813.0,17.5
97,0,0.0,0.0,170.0,54.0,5.0,100.0,666.0,99.0
98,0,7.0,1.0,185.0,65.0,3.0,180.0,835.0,1.5
99,0,8.0,0.0,173.0,55.0,3.0,50.0,1100.0,1.0
100,0,2.0,0.0,173.0,53.0,1.0,200.0,1000.0,25.0
101,0,9.0,1.0,170.0,65.0,4.0,120.0,709.0,1.0
102,0,6.0,1.0,,82.0,4.0,160.0,,3.0
103,0,5.0,0.0,172.0,90.0,4.0,120.0,100.0,0.3
104,0,3.0,1.0,173.0,84.0,5.0,150.0,250.0,10.0
105,0,0.0,0.0,164.5,53.0,3.0,100.0,283.0,1.0
106,0,9.0,0.0,159.0,56.0,5.0,200.0,150.0,4.0
107,0,5.0,0.0,161.0,49.0,4.0,90.0,100.0,2.0
108,0,3.0,1.0,165.0,90.0,3.0,150.0,350.0,10.0
109,0,1.0,1.0,193.0,80.0,3.0,80.0,2300.0,0.8
110,0,9.0,0.0,167.0,59.0,4.0,130.0,150.0,2.0
111,0,0.0,1.0,183.0,72.0,3.0,180.0,250.0,2.0
112,0,6.0,1.0,175.0,79.0,4.0,80.0,10.0,0.5
113,0,4.0,0.0,173.0,113.0,4.0,100.0,294.0,20.0
114,0,1.0,1.0,,66.0,5.0,80.0,200.0,100.0
115,0,9.0,0.0,175.0,69.0,5.0,200.0,366.0,9.0
116,0,8.0,0.0,159.0,50.0,4.0,120.0,100.0,64.0
117,0,1.0,1.0,180.0,80.0,5.0,110.0,139.0,0.5
118,0,1.0,0.0,172.0,69.0,3.0,51.0,100.0,25.0
119,0,5.0,1.0,174.0,78.0,1.0,120.0,120.0,8.0
120,0,0.0,1.0,170.0,65.0,3.0,130.0,277.0,6.0
121,0,4.0,0.0,162.0,59.0,3.0,115.0,223.0,0.017
122,0,6.0,0.0,160.0,50.0,4.0,180.0,99.0,10000.0
123,0,6.0,1.0,163.0,50.0,4.0,100.0,150.0,3.0
124,0,7.0,1.0,172.0,60.0,5.0,112.0,350.0,3.0
125,0,3.0,0.0,180.0,,,,30.0,30.0
126,0,2.0,1.0,167.0,79.0,4.0,123.0,457.0,1.0
127,0,2.0,1.0,52.0,29.0,1.0,51.0,4.0,970.0
128,0,6.0,0.0,174.0,70.0,4.0,128.0,539.0,110.0
129,0,11.0,0.0,174.0,888.0,1.0,50.0,1.0,40.0
130,0,4.0,0.0,162.0,45.0,3.0,100.0,556.0,0.9
131,0,1.0,0.0,155.0,53.0,4.0,120.0,900.0,1.6
132,0,3.0,0.0,173.0,62.0,5.0,123.0,600.0,35.2
133,0,9.0,1.0,155.0,49.0,2.0,110.0,555.0,9.93
134,0,5.0,0.0,164.0,53.0,4.0,120.0,1109.0,18.5
135,0,0.0,1.0,180.0,85.0,4.0,200.0,10.0,1.07
136,0,5.0,1.0,177.0,75.0,5.0,100.0,30.0,1.0
137,0,5.0,0.0,169.0,67.0,5.0,199.0,500.0,100.0
138,0,8.0,0.0,,43.0,,180.0,600.0,
139,0,2.0,0.0,178.0,61.0,5.0,100.0,700.0,20.0
140,0,11.0,0.0,170.0,65.0,4.0,100.0,892.0,721.0
141,0,3.0,1.0,166.0,66.0,5.0,100.0,,15000.0
142,0,9.0,1.0,172.0,58.0,5.0,130.0,709.0,184.0
143,0,8.0,1.0,168.0,63.0,5.0,100.0,666.0,35.0
144,0,5.0,1.0,173.0,75.0,3.0,130.0,402.0,0.09905
145,0,6.0,1.0,151.0,56.0,5.0,110.0,42.0,0.15
146,0,4.0,0.0,170.0,64.0,3.0,120.0,500.0,16.0
147,0,0.0,0.0,161.0,68.0,3.0,50.0,200.0,0.0
148,0,0.0,1.0,150.0,48.0,2.0,120.0,700.0,0.5
149,0,3.0,1.0,165.0,65.0,5.0,120.0,200.0,0.0
150,0,6.0,1.0,166.0,60.0,4.0,100.0,0.0,1.02
151,0,6.0,0.0,174.0,70.0,4.0,128.0,539.0,110.0
152,0,11.0,1.0,166.0,57.0,3.0,130.0,200.0,2.0
153,0,7.0,0.0,166.0,64.0,5.0,166.0,700.0,0.0
154,0,5.0,0.0,152.0,42.0,1.0,200.0,500.0,20.0
155,0,0.0,0.0,165.0,62.5,4.0,100.0,1088.0,7.5
156,0,,0.0,175.0,,2.0,180.0,,
157,0,8.0,0.0,180.0,77.0,1.0,180.0,1.0,10.0
158,0,4.0,0.0,171.0,66.0,5.0,199.0,100000.0,20.0
159,0,7.0,1.0,160.0,49.0,3.0,100.0,500.0,0.0
160,0,6.0,0.0,170.0,49.0,4.0,200.0,1000.0,100.0
161,0,4.0,1.0,157.0,46.0,1.0,180.0,700.0,1.04
162,0,2.0,0.0,172.0,56.0,2.0,200.0,99999.0,666.0
163,0,5.0,1.0,158.0,47.0,2.0,130.0,200.0,3.0
164,0,5.0,0.0,170.0,60.0,5.0,100.0,600.0,30.0
165,0,6.0,1.0,150.0,40.0,1.0,100.0,1100.0,11.0
166,0,7.0,1.0,182.0,68.0,3.0,120.0,400.0,4.0
167,0,5.0,0.0,175.0,60.0,4.0,100.0,100.0,50.0
168,0,,0.0,178.0,,,,129.0,140.0
169,0,1.0,0.0,181.0,55.0,1.0,120.0,215.0,465.0
170,0,10.0,0.0,175.0,63.0,3.0,140.0,881.0,97.5
171,0,1.0,0.0,179.5,60.0,2.0,187.0,693.0,184.0
172,0,2.0,0.0,161.5,50.0,3.0,200.0,1711.0,4.0
173,0,1.0,1.0,162.0,50.0,3.0,90.0,400.0,5.0
174,0,4.0,1.0,158.0,44.0,5.0,120.0,350.0,0.129
175,0,1.0,0.0,160.0,48.0,5.0,100.0,500.0,20.0
176,0,8.0,0.0,173.0,53.0,5.0,200.0,600.0,1.0
177,0,1.0,0.0,160.0,45.0,5.0,94.0,955.0,256.0
178,0,2.0,0.0,169.0,75.0,2.0,110.0,200.0,6.0
179,0,10.0,0.0,170.0,90.0,2.0,50.0,100.0,1.0
180,0,3.0,1.0,158.0,48.0,4.0,120.0,750.0,10.0
181,0,1.0,0.0,163.0,60.0,4.0,180.0,385.0,100.0
182,0,5.0,1.0,170.0,25.0,2.0,200.0,0.0,500.0
183,0,9.0,0.0,178.0,84.0,2.0,87.0,0.0,2.0
184,0,9.0,0.0,182.0,74.0,2.0,80.0,100.0,4.0
185,0,10.0,0.0,163.0,64.0,5.0,100.0,350.0,5.0
186,0,6.0,0.0,165.0,50.0,3.0,200.0,500.0,1.0
187,0,0.0,0.0,165.0,58.0,4.0,180.0,250.0,6.8
188,0,11.0,0.0,172.0,68.0,1.0,100.0,10.0,3.0
189,0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0
190,0,1.0,0.0,159.0,40.0,5.0,180.0,2000.0,2.0
191,0,2.0,0.0,182.0,68.0,1.0,168.0,1303.0,99.2
192,0,4.0,1.0,170.0,70.0,5.0,180.0,230.0,39.52
193,0,0.0,0.0,158.0,53.0,3.0,99.0,1080.0,32.0
194,0,7.0,1.0,162.0,55.0,5.0,100.0,60.0,30.0
195,0,4.0,0.0,176.0,78.0,4.0,110.0,1300.0,3.0
196,0,7.0,1.0,167.0,52.0,4.0,120.0,320.0,5.0
197,0,7.0,1.0,175.0,65.0,2.0,180.0,1e+98,1e+22
198,0,4.0,0.0,172.0,75.0,2.0,100.0,200.0,5.0
199,0,9.0,1.0,180.0,76.0,3.0,180.0,180.0,6.0
200,0,3.0,0.0,168.0,61.0,5.0,89.0,343.0,5.0
201,0,3.0,0.0,155.0,46.0,4.0,200.0,600.0,2.0
202,0,11.0,1.0,155.0,40.0,2.0,110.0,300.0,1.0
203,0,1.0,0.0,178.0,90.0,2.0,120.0,117.0,0.0
204,0,0.0,1.0,173.0,85.0,5.0,111.0,6.0,0.0
205,0,2.0,1.0,172.0,55.0,5.0,148.0,575.0,0.436
206,0,3.0,1.0,163.0,55.0,5.0,150.0,498.0,1000.0
207,0,11.0,0.0,169.0,58.0,3.0,55.0,1.0,0.0
208,0,6.0,0.0,165.0,50.0,3.0,200.0,500.0,1.0
209,0,0.0,0.0,158.0,53.0,3.0,99.0,1080.0,32.0
210,0,2.0,0.0,169.0,75.0,2.0,110.0,200.0,6.0
211,0,1.0,1.0,176.0,75.0,1.0,50.0,1.0,2.0
212,0,9.0,0.0,171.0,73.0,2.0,200.0,99999.0,1.0
213,0,1.0,1.0,173.0,70.0,5.0,140.0,300.0,20.0
214,0,2.0,0.0,158.0,50.0,3.0,140.0,500.0,10.0
215,0,9.0,1.0,177.0,68.0,2.0,110.0,600.0,0.6
216,0,11.0,1.0,176.0,65.0,5.0,180.0,721.0,30.0
217,0,6.0,0.0,170.0,63.0,2.0,160.0,500.0,50.0
218,0,5.0,0.0,173.0,69.0,4.0,50.0,320.0,30.0
219,0,11.0,1.0,183.0,76.0,2.0,200.0,262.0,1.0
220,0,7.0,0.0,159.0,45.0,3.0,122.0,0.0,11111000000.0
221,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0
222,0,3.0,1.0,178.0,75.0,4.0,117.0,2.0,6.0
223,0,1.0,0.0,380.0,380.0,5.0,60.0,0.0,500.0
224,0,,1.0,183.0,70.0,5.0,,,6666.0
225,0,9.0,1.0,180.0,80.0,3.0,200.0,500.0,100.0
226,0,11.0,0.0,166.0,54.0,5.0,199.0,878.0,10.0
227,0,4.0,1.0,183.0,76.0,4.0,120.0,350.0,4.0
228,0,11.0,0.0,155.0,65.0,5.0,120.0,717.0,40.6
229,0,5.0,0.0,160.0,58.0,3.0,108.0,300.0,3.3
230,0,2.0,0.0,169.0,80.0,5.0,140.0,1555.0,504.0
231,0,8.0,1.0,175.0,52.0,4.0,180.0,666.0,20.0
232,0,9.0,0.0,12345.0,400.0,3.0,90.0,700.0,52.0
233,0,1.0,0.0,165.0,58.0,4.0,180.0,656.0,289.0
234,0,10.0,0.0,180.0,65.0,3.0,50.0,200.0,20.0
235,0,,1.0,167.0,55.0,,,100.0,
236,0,10.0,0.0,165.0,50.0,4.0,100.0,1000.0,10.0
237,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0
238,0,4.0,1.0,161.0,50.0,3.0,120.0,600.0,1.0
239,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0
240,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0
241,0,1.0,0.0,183.0,60.0,1.0,199.0,300.0,30.0
242,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0
243,0,6.0,0.0,190.0,92.0,4.0,200.0,837.0,144.0
244,0,10.0,0.0,174.0,64.0,5.0,200.0,100.0,5.0
245,0,5.0,0.0,178.0,73.0,4.0,145.0,135.0,200.0
246,0,8.0,0.0,177.0,73.0,5.0,50.0,200.0,10.0
247,0,0.0,1.0,173.0,85.0,1.0,120.0,500.0,34.0
248,0,0.0,1.0,182.0,100.0,2.0,180.0,500.0,32.0
249,0,,0.0,,66.0,1.0,200.0,100.0,0.0
250,0,3.0,0.0,171.0,93.0,4.0,50.0,340.0,6.0
251,0,11.0,0.0,162.0,43.0,5.0,60.0,500.0,20.0
252,0,2.0,0.0,178.0,91.0,4.0,199.0,616.0,187.0
253,0,9.0,0.0,163.0,73.0,3.0,110.0,1028.0,263.0
254,0,7.0,0.0,171.0,73.0,4.0,110.0,120.0,2.0
255,0,1.0,0.0,155.0,46.0,2.0,100.0,341.0,10.0
256,0,6.0,1.0,165.0,62.0,3.0,80.0,80.0,5.0
257,0,0.0,0.0,173.0,63.0,4.0,100.0,100.0,100.0
258,0,0.0,1.0,165.0,76.0,4.0,120.0,220.0,2.0
259,0,1.0,0.0,168.0,63.0,4.0,51.0,400.0,0.0
260,0,9.0,0.0,178.0,78.0,5.0,110.0,200.0,5.0
261,0,7.0,1.0,173.0,100.0,3.0,100.0,300.0,100.0
262,0,0.0,1.0,165.0,51.0,3.0,100.0,30.0,1.0
263,0,7.0,0.0,170.0,75.0,5.0,87.0,600.0,2.0
264,0,7.0,0.0,164.0,49.0,2.0,110.0,262.0,0.0
265,0,3.0,0.0,158.0,60.0,2.0,200.0,300.0,2.0
266,0,8.0,0.0,176.0,999.0,1.0,199.0,500.0,30.0
267,0,8.0,0.0,161.0,61.0,3.0,200.0,500.0,0.0
268,0,6.0,1.0,163.0,53.0,4.0,111.0,150.0,10.0
269,0,4.0,0.0,183.0,94.0,4.0,120.0,881.0,12.1
270,0,5.0,0.0,165.0,65.0,2.0,180.0,2000.0,0.0
271,0,8.0,1.0,163.0,1.0,2.0,111.0,190.0,0.0
272,0,5.0,0.0,157.0,50.0,2.0,100.0,100.0,0.23
273,0,,0.0,,,5.0,100.0,10.0,1.0
274,0,6.0,1.0,175.0,70.0,3.0,60.0,365.0,6.0
275,0,2.0,0.0,170.0,60.0,3.0,130.0,50.0,1.0
276,0,0.0,0.0,170.0,88.0,4.0,135.0,69.0,10.0
277,0,9.0,0.0,188.0,80.0,3.0,110.0,500.0,100.0
278,0,8.0,0.0,185.0,97.0,3.0,100.0,400.0,1.0
279,0,6.0,0.0,178.0,90.0,2.0,130.0,100.0,0.02
280,0,5.0,0.0,166.0,0.0,4.0,100.0,200.0,1.0
281,0,8.0,0.0,172.0,75.0,5.0,100.0,331.0,2.3
282,0,7.0,0.0,161.0,40.0,1.0,100.0,608.0,0.0
283,0,9.0,0.0,166.0,71.0,5.0,99.0,272.0,90.0
284,0,1.0,1.0,176.0,78.0,1.0,50.0,0.0,3.0
285,0,5.0,0.0,174.0,37.0,2.0,120.0,153.0,15.0
286,0,0.0,0.0,180.0,90.0,1.0,70.0,1000.0,100.0
287,0,5.0,0.0,175.0,72.0,4.0,90.0,200.0,64.3
288,0,0.0,0.0,168.0,65.0,4.0,120.0,355.0,44.0
289,0,0.0,0.0,165.0,64.0,4.0,120.0,724.0,743.0
290,0,8.0,0.0,163.0,50.0,3.0,200.0,60.0,1.5
291,0,8.0,0.0,167.0,55.0,4.0,150.0,1266.0,78.5
292,0,5.0,0.0,163.0,54.0,2.0,120.0,699.0,58.0
293,0,6.0,0.0,170.0,55.0,4.0,106.0,641.0,236.0
294,0,2.0,0.0,152.0,41.0,4.0,105.0,400.0,643.0
295,0,6.0,1.0,165.0,60.0,4.0,111.0,551.0,0.95
296,0,6.0,1.0,174.0,56.0,4.0,110.0,78.0,0.2
297,0,1.0,0.0,154.0,47.0,4.0,105.0,1203.0,6.7
298,0,2.0,1.0,170.0,64.0,4.0,124.0,585.0,7.51
299,0,9.0,1.0,173.0,63.0,4.0,100.0,303.0,1.56
300,0,4.0,1.0,161.0,52.0,5.0,105.0,665.0,6.5
301,0,3.0,0.0,160.0,76.0,5.0,100.0,0.0,10.0
302,0,4.0,1.0,156.3,40.0,3.0,105.0,220.0,9.38
303,0,7.0,0.0,157.0,65.0,5.0,105.0,2016.0,10.0
304,0,0.0,0.0,172.0,57.0,5.0,135.0,147.0,3.3
305,0,10.0,0.0,179.0,60.0,2.0,85.0,60.0,1.0
306,0,2.0,0.0,176.0,111.0,4.0,100.0,382.0,219.0
307,0,0.0,1.0,174.0,90.0,4.0,110.0,289.0,9.0
308,0,1.0,1.0,,3.0,1.0,200.0,,0.0
309,0,1.0,1.0,150.0,50.0,2.0,140.0,1100.0,5.0
310,0,1.0,0.0,184.0,86.0,5.0,130.0,500.0,4.0
311,0,0.0,1.0,157.0,63.0,2.0,50.0,30.0,50.0
312,0,11.0,0.0,172.0,70.0,5.0,130.0,250.0,4.0
313,0,1.0,0.0,175.0,67.0,5.0,130.0,167.0,3.0
314,0,5.0,0.0,158.0,53.0,2.0,130.0,516.0,66.1
315,0,9.0,0.0,185.0,82.0,3.0,95.0,500.0,100.0
316,0,2.0,0.0,162.0,58.0,3.0,88.0,100.0,8.0
317,0,8.0,0.0,,,5.0,90.0,,2.0
318,0,4.0,0.0,176.0,78.0,2.0,120.0,500.0,8.0
319,0,4.0,1.0,180.0,90.0,2.0,130.0,910.0,3.82
320,0,5.0,1.0,167.0,68.0,1.0,200.0,0.0,0.0
321,0,7.0,1.0,154.0,45.0,3.0,130.0,800.0,2.0
322,0,2.0,0.0,174.0,60.0,1.0,200.0,800.0,128.0
323,0,1.0,0.0,168.0,62.0,3.0,200.0,3000.0,2.0
324,0,,1.0,170.0,,5.0,110.0,250.0,3.5
325,0,,0.0,,52.0,,90.0,800.0,
326,0,1.0,0.0,167.0,58.0,4.0,99.9,200.0,151.0
327,0,3.0,0.0,178.0,68.0,3.0,120.0,151.0,3.0
328,0,8.0,1.0,168.0,74.0,1.0,50.0,200.0,149.0
329,0,10.0,1.0,185.0,98.0,1.0,95.0,70.0,50.0
330,0,7.0,0.0,173.0,75.0,1.0,80.0,130.0,30000.0
331,0,5.0,0.0,168.0,58.0,4.0,116.0,272.0,130.0
332,0,10.0,0.0,157.0,53.0,4.0,140.0,500.0,51.4
333,0,9.0,0.0,185.0,85.0,5.0,100.0,575.0,125.0
334,0,9.0,1.0,155.0,50.0,1.0,50.0,0.0,0.0
335,0,2.0,0.0,173.0,59.0,,108.0,565.0,29.2
336,0,11.0,0.0,175.0,78.0,5.0,130.0,462.0,763.0
337,0,5.0,0.0,174.0,58.0,4.0,132.0,250.0,100.0
338,0,5.0,1.0,160.0,48.0,3.0,110.0,293.0,0.58
339,0,3.0,0.0,168.0,62.0,3.0,130.0,335.0,699.0
340,0,9.0,0.0,175.0,64.0,2.0,120.0,234.0,11.0
341,0,3.0,0.0,157.0,50.0,3.0,120.0,736.0,1600.0
342,0,3.0,0.0,170.0,67.0,1.0,109.999999,436.0,163.0
343,0,6.0,1.0,174.0,60.0,4.0,114.0,1000.0,40.0
344,0,0.0,1.0,158.0,48.0,4.0,150.0,500.0,7.0
345,0,2.0,0.0,170.0,65.0,2.0,100.0,500.0,115.0
346,0,4.0,0.0,178.0,80.0,5.0,180.0,736.0,159.0
347,0,4.0,1.0,180.0,90.0,2.0,180.0,1000.0,6.0
348,0,10.0,0.0,172.0,66.0,3.0,120.0,460.0,3.0
349,0,5.0,0.0,177.0,70.0,1.0,90.0,2.0,10.0
350,0,1.0,0.0,165.0,49.0,3.0,150.0,100.0,4.0
351,0,11.0,0.0,163.0,100.0,3.0,55.0,3.0,5.0
352,0,0.0,0.0,178.0,55.0,5.0,87.0,20.0,1.0
353,0,1.0,0.0,171.0,71.0,2.0,100.0,436.0,228.0
354,0,7.0,0.0,154.0,51.0,2.0,180.0,312.0,794.0
355,0,9.0,1.0,155.0,0.0,2.0,135.0,350.0,12.0
356,0,7.0,0.0,191.0,77.0,1.0,83.0,410.0,31.0
357,0,5.0,0.0,162.0,55.0,3.0,110.0,500.0,457.0
358,0,2.0,0.0,169.0,54.0,4.0,120.0,260.0,3.0
359,0,3.0,1.0,169.0,54.0,2.0,200.0,700.0,50.0
360,0,11.0,0.0,151.0,50.0,4.0,110.0,700.0,1.0
361,0,10.0,1.0,165.0,60.0,4.0,115.0,240.0,4.0
362,0,0.0,0.0,162.0,49.0,3.0,157.0,533.0,153.0
363,0,7.0,0.0,168.0,58.0,4.0,77.0,583.0,64.0
364,0,6.0,0.0,158.0,50.0,1.0,180.0,610.0,2.12
365,0,11.0,0.0,171.0,70.0,5.0,50.0,400.0,0.1
366,0,1.0,0.0,184.0,86.0,4.0,130.0,666.0,4.0
367,0,2.0,0.0,181.0,80.0,1.0,200.0,1000.0,30.0
368,0,5.0,0.0,175.0,75.0,5.0,200.0,1000.0,1740.0
369,0,8.0,0.0,170.0,75.0,2.0,114.0,308.0,471.0
370,0,11.0,0.0,160.0,50.0,1.0,110.0,928.0,10.0
371,0,9.0,0.0,181.0,75.0,3.0,199.0,241.0,1000.0
372,0,10.0,0.0,158.0,,4.0,,,39.2
373,0,2.0,1.0,171.0,74.0,2.0,150.0,470.0,30.0
374,0,8.0,0.0,185.0,80.0,2.0,100.0,606.0,1330.0
375,0,2.0,0.0,179.0,72.0,3.0,130.0,78.0,119.0
376,0,7.0,1.0,170.0,58.0,,130.0,477.0,25.29
377,0,6.0,0.0,167.0,62.0,3.0,100.0,744.0,123.0
378,0,7.0,0.0,161.0,52.0,4.0,100.0,200.0,1.6
379,0,1.0,0.0,162.0,53.0,2.0,200.0,0.0,5.0
380,0,9.0,0.0,173.0,72.0,1.0,87.0,1039.0,361.0
381,0,9.0,0.0,165.0,100.0,3.0,100.0,500.0,4.0
382,0,8.0,1.0,178.0,70.0,3.0,100.0,1048.0,209.0
383,0,7.0,1.0,163.0,50.0,2.0,88.0,252.0,0.0
384,0,1.0,1.0,151.0,65.0,2.0,125.0,238.0,1.0
385,0,,0.0,165.0,,3.0,112.0,354.0,1260.0
386,0,3.0,1.0,168.0,52.0,4.0,100.0,400.0,6.0
387,0,11.0,0.0,153.0,60.0,2.0,150.0,700.0,2.0
388,0,10.0,0.0,156.0,41.0,3.0,50.0,704.0,193.0
389,0,2.0,1.0,172.0,70.0,5.0,180.0,567.0,10.52
390,0,4.0,0.0,163.0,48.0,4.0,117.0,407.0,163.0
